/* DATA DESCRIPTION:
Citation:	Mouw, Colleen B; Ciochetto, Audrey B; Yoder, James A (2018): Microplankton fraction (Sfm) estimated form satellite output (OC-CCI), links to netCDF files. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.892211 (DOI registration in progress)
Abstract:	We provide satellite output that estimates phytoplankton size class as percent microplankton (Sfm, > 20 μm). The calculation of Sfm requires satellite spectral remote sensing reflectance (Rrs(λ)), chlorophyll concentration ([Chl]), and absorption due to dissolved and detrital matter (adg(λ)). These are taken from 4km, monthly, Ocean Color Climate Change Initiative (OC-CCI, version 3.0, www.esa-oceancolour-cci.org) products which are globally merged Sea-Viewing Wide Field-of-View Sensor (SeaWiFS), Medium Resolution Imaging Spectrometer (MERIS), Moderate Resolution Imaging Spectroradiometer (MODIS-Aqua), and Visible Infrared Imaging Radiometer Suite (VIIRS) imagery for a continuous record from 1997 through 2015. This is an absorption-based approach from Mouw and Yoder (2010) (doi:10.1029/2010JC006337) where the chlorophyll-specific absorption spectra for phytoplankton size class extremes, pico- (0.2-2 μm) and microplankton (> 20 μm), are weighted by Sfm. Sfm is estimated from a look-up table containing simulated [Chl], adg(443), Rrs(λ), and Sfm. For a given pixel, satellite-estimated [Chl] and adg(443), are used to narrow the search space within the look-up table. Of the remaining options, the closest simulated Rrs(λ) to the satellite-observed Rrs(λ) is selected and the associated Sfm is assigned.
Related to:	Mouw, Colleen B; Ciochetto, Audrey B; Yoder, James A (2019): A Satellite Assessment of Environmental Controls of Phytoplankton Community Size Structure. Global Biogeochemical Cycles, 33(5), 540-558, https://doi.org/10.1029/2018GB006118
Coverage:	DATE/TIME START: 1997-09-01T00:00:00 * DATE/TIME END: 2015-12-31T00:00:00
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Mouw, Colleen B (https://orcid.org/0000-0003-2516-1882, cbmouw@mtu.edu)
	File name (File name) * PI: Mouw, Colleen B (https://orcid.org/0000-0003-2516-1882, cbmouw@mtu.edu)
	File format (File format) * PI: Mouw, Colleen B (https://orcid.org/0000-0003-2516-1882, cbmouw@mtu.edu)
	File size [kByte] (File size) * PI: Mouw, Colleen B (https://orcid.org/0000-0003-2516-1882, cbmouw@mtu.edu) * COMMENT: zipped file
	Uniform resource locator/link to file (URL file) * PI: Mouw, Colleen B (https://orcid.org/0000-0003-2516-1882, cbmouw@mtu.edu)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	880 data points
*/
Date/Time	File name	File format	File size [kByte]	URL file
2005-07	Sfm_200507_MO_4km	netCDF	12265.939	http://hs.pangaea.de/sat/OC-CCI/Sfm_200507_MO_4km.zip
2005-08	Sfm_200508_MO_4km	netCDF	13753.816	http://hs.pangaea.de/sat/OC-CCI/Sfm_200508_MO_4km.zip
2005-09	Sfm_200509_MO_4km	netCDF	14252.214	http://hs.pangaea.de/sat/OC-CCI/Sfm_200509_MO_4km.zip
2005-10	Sfm_200510_MO_4km	netCDF	13902.536	http://hs.pangaea.de/sat/OC-CCI/Sfm_200510_MO_4km.zip
2005-11	Sfm_200511_MO_4km	netCDF	13983.729	http://hs.pangaea.de/sat/OC-CCI/Sfm_200511_MO_4km.zip
2005-12	Sfm_200512_MO_4km	netCDF	14205.998	http://hs.pangaea.de/sat/OC-CCI/Sfm_200512_MO_4km.zip
2006-01	Sfm_200601_MO_4km	netCDF	14785.865	http://hs.pangaea.de/sat/OC-CCI/Sfm_200601_MO_4km.zip
2006-02	Sfm_200602_MO_4km	netCDF	15186.704	http://hs.pangaea.de/sat/OC-CCI/Sfm_200602_MO_4km.zip
2006-03	Sfm_200603_MO_4km	netCDF	15064.847	http://hs.pangaea.de/sat/OC-CCI/Sfm_200603_MO_4km.zip
2006-04	Sfm_200604_MO_4km	netCDF	13567.585	http://hs.pangaea.de/sat/OC-CCI/Sfm_200604_MO_4km.zip
2006-05	Sfm_200605_MO_4km	netCDF	11996.000	http://hs.pangaea.de/sat/OC-CCI/Sfm_200605_MO_4km.zip
2006-06	Sfm_200606_MO_4km	netCDF	11730.854	http://hs.pangaea.de/sat/OC-CCI/Sfm_200606_MO_4km.zip
2006-07	Sfm_200607_MO_4km	netCDF	12495.553	http://hs.pangaea.de/sat/OC-CCI/Sfm_200607_MO_4km.zip
2006-08	Sfm_200608_MO_4km	netCDF	13664.026	http://hs.pangaea.de/sat/OC-CCI/Sfm_200608_MO_4km.zip
2006-09	Sfm_200609_MO_4km	netCDF	14021.776	http://hs.pangaea.de/sat/OC-CCI/Sfm_200609_MO_4km.zip
2006-10	Sfm_200610_MO_4km	netCDF	13778.545	http://hs.pangaea.de/sat/OC-CCI/Sfm_200610_MO_4km.zip
2006-11	Sfm_200611_MO_4km	netCDF	13942.593	http://hs.pangaea.de/sat/OC-CCI/Sfm_200611_MO_4km.zip
2006-12	Sfm_200612_MO_4km	netCDF	14140.913	http://hs.pangaea.de/sat/OC-CCI/Sfm_200612_MO_4km.zip
2007-01	Sfm_200701_MO_4km	netCDF	14684.804	http://hs.pangaea.de/sat/OC-CCI/Sfm_200701_MO_4km.zip
2007-02	Sfm_200702_MO_4km	netCDF	14875.162	http://hs.pangaea.de/sat/OC-CCI/Sfm_200702_MO_4km.zip
2007-03	Sfm_200703_MO_4km	netCDF	15087.361	http://hs.pangaea.de/sat/OC-CCI/Sfm_200703_MO_4km.zip
2007-04	Sfm_200704_MO_4km	netCDF	13828.351	http://hs.pangaea.de/sat/OC-CCI/Sfm_200704_MO_4km.zip
2007-05	Sfm_200705_MO_4km	netCDF	12051.610	http://hs.pangaea.de/sat/OC-CCI/Sfm_200705_MO_4km.zip
2007-06	Sfm_200706_MO_4km	netCDF	11671.095	http://hs.pangaea.de/sat/OC-CCI/Sfm_200706_MO_4km.zip
2007-07	Sfm_200707_MO_4km	netCDF	12488.548	http://hs.pangaea.de/sat/OC-CCI/Sfm_200707_MO_4km.zip
2007-08	Sfm_200708_MO_4km	netCDF	13604.706	http://hs.pangaea.de/sat/OC-CCI/Sfm_200708_MO_4km.zip
2007-09	Sfm_200709_MO_4km	netCDF	13941.474	http://hs.pangaea.de/sat/OC-CCI/Sfm_200709_MO_4km.zip
2007-10	Sfm_200710_MO_4km	netCDF	13692.028	http://hs.pangaea.de/sat/OC-CCI/Sfm_200710_MO_4km.zip
2007-11	Sfm_200711_MO_4km	netCDF	13757.273	http://hs.pangaea.de/sat/OC-CCI/Sfm_200711_MO_4km.zip
2007-12	Sfm_200712_MO_4km	netCDF	14073.099	http://hs.pangaea.de/sat/OC-CCI/Sfm_200712_MO_4km.zip
2008-01	Sfm_200801_MO_4km	netCDF	14264.156	http://hs.pangaea.de/sat/OC-CCI/Sfm_200801_MO_4km.zip
2008-02	Sfm_200802_MO_4km	netCDF	14760.024	http://hs.pangaea.de/sat/OC-CCI/Sfm_200802_MO_4km.zip
2008-03	Sfm_200803_MO_4km	netCDF	14721.179	http://hs.pangaea.de/sat/OC-CCI/Sfm_200803_MO_4km.zip
2008-04	Sfm_200804_MO_4km	netCDF	13535.852	http://hs.pangaea.de/sat/OC-CCI/Sfm_200804_MO_4km.zip
2008-05	Sfm_200805_MO_4km	netCDF	11599.510	http://hs.pangaea.de/sat/OC-CCI/Sfm_200805_MO_4km.zip
2008-06	Sfm_200806_MO_4km	netCDF	11457.663	http://hs.pangaea.de/sat/OC-CCI/Sfm_200806_MO_4km.zip
2008-07	Sfm_200807_MO_4km	netCDF	12160.543	http://hs.pangaea.de/sat/OC-CCI/Sfm_200807_MO_4km.zip
2008-08	Sfm_200808_MO_4km	netCDF	13476.194	http://hs.pangaea.de/sat/OC-CCI/Sfm_200808_MO_4km.zip
2008-09	Sfm_200809_MO_4km	netCDF	13898.606	http://hs.pangaea.de/sat/OC-CCI/Sfm_200809_MO_4km.zip
2008-10	Sfm_200810_MO_4km	netCDF	13724.229	http://hs.pangaea.de/sat/OC-CCI/Sfm_200810_MO_4km.zip
2008-11	Sfm_200811_MO_4km	netCDF	13864.384	http://hs.pangaea.de/sat/OC-CCI/Sfm_200811_MO_4km.zip
2008-12	Sfm_200812_MO_4km	netCDF	14308.684	http://hs.pangaea.de/sat/OC-CCI/Sfm_200812_MO_4km.zip
2009-01	Sfm_200901_MO_4km	netCDF	14448.475	http://hs.pangaea.de/sat/OC-CCI/Sfm_200901_MO_4km.zip
2009-02	Sfm_200902_MO_4km	netCDF	14996.546	http://hs.pangaea.de/sat/OC-CCI/Sfm_200902_MO_4km.zip
2009-03	Sfm_200903_MO_4km	netCDF	15092.600	http://hs.pangaea.de/sat/OC-CCI/Sfm_200903_MO_4km.zip
2009-04	Sfm_200904_MO_4km	netCDF	13692.660	http://hs.pangaea.de/sat/OC-CCI/Sfm_200904_MO_4km.zip
2009-05	Sfm_200905_MO_4km	netCDF	11682.812	http://hs.pangaea.de/sat/OC-CCI/Sfm_200905_MO_4km.zip
2009-06	Sfm_200906_MO_4km	netCDF	11154.813	http://hs.pangaea.de/sat/OC-CCI/Sfm_200906_MO_4km.zip
2009-07	Sfm_200907_MO_4km	netCDF	11822.646	http://hs.pangaea.de/sat/OC-CCI/Sfm_200907_MO_4km.zip
2009-08	Sfm_200908_MO_4km	netCDF	13335.367	http://hs.pangaea.de/sat/OC-CCI/Sfm_200908_MO_4km.zip
2009-09	Sfm_200909_MO_4km	netCDF	13599.548	http://hs.pangaea.de/sat/OC-CCI/Sfm_200909_MO_4km.zip
2009-10	Sfm_200910_MO_4km	netCDF	13430.767	http://hs.pangaea.de/sat/OC-CCI/Sfm_200910_MO_4km.zip
2009-11	Sfm_200911_MO_4km	netCDF	13590.260	http://hs.pangaea.de/sat/OC-CCI/Sfm_200911_MO_4km.zip
2009-12	Sfm_200912_MO_4km	netCDF	14045.930	http://hs.pangaea.de/sat/OC-CCI/Sfm_200912_MO_4km.zip
2010-01	Sfm_201001_MO_4km	netCDF	14481.300	http://hs.pangaea.de/sat/OC-CCI/Sfm_201001_MO_4km.zip
2010-02	Sfm_201002_MO_4km	netCDF	15006.976	http://hs.pangaea.de/sat/OC-CCI/Sfm_201002_MO_4km.zip
2010-03	Sfm_201003_MO_4km	netCDF	15242.397	http://hs.pangaea.de/sat/OC-CCI/Sfm_201003_MO_4km.zip
2010-04	Sfm_201004_MO_4km	netCDF	13779.503	http://hs.pangaea.de/sat/OC-CCI/Sfm_201004_MO_4km.zip
2010-05	Sfm_201005_MO_4km	netCDF	11810.097	http://hs.pangaea.de/sat/OC-CCI/Sfm_201005_MO_4km.zip
2010-06	Sfm_201006_MO_4km	netCDF	11427.896	http://hs.pangaea.de/sat/OC-CCI/Sfm_201006_MO_4km.zip
2010-07	Sfm_201007_MO_4km	netCDF	12096.786	http://hs.pangaea.de/sat/OC-CCI/Sfm_201007_MO_4km.zip
2010-08	Sfm_201008_MO_4km	netCDF	13335.238	http://hs.pangaea.de/sat/OC-CCI/Sfm_201008_MO_4km.zip
2010-09	Sfm_201009_MO_4km	netCDF	13848.040	http://hs.pangaea.de/sat/OC-CCI/Sfm_201009_MO_4km.zip
2010-10	Sfm_201010_MO_4km	netCDF	13378.670	http://hs.pangaea.de/sat/OC-CCI/Sfm_201010_MO_4km.zip
2010-11	Sfm_201011_MO_4km	netCDF	13671.318	http://hs.pangaea.de/sat/OC-CCI/Sfm_201011_MO_4km.zip
2010-12	Sfm_201012_MO_4km	netCDF	13746.698	http://hs.pangaea.de/sat/OC-CCI/Sfm_201012_MO_4km.zip
2011-01	Sfm_201101_MO_4km	netCDF	14141.866	http://hs.pangaea.de/sat/OC-CCI/Sfm_201101_MO_4km.zip
2011-02	Sfm_201102_MO_4km	netCDF	14642.101	http://hs.pangaea.de/sat/OC-CCI/Sfm_201102_MO_4km.zip
2011-03	Sfm_201103_MO_4km	netCDF	14883.715	http://hs.pangaea.de/sat/OC-CCI/Sfm_201103_MO_4km.zip
2011-04	Sfm_201104_MO_4km	netCDF	13387.771	http://hs.pangaea.de/sat/OC-CCI/Sfm_201104_MO_4km.zip
2011-05	Sfm_201105_MO_4km	netCDF	11507.711	http://hs.pangaea.de/sat/OC-CCI/Sfm_201105_MO_4km.zip
2011-06	Sfm_201106_MO_4km	netCDF	10982.636	http://hs.pangaea.de/sat/OC-CCI/Sfm_201106_MO_4km.zip
2011-07	Sfm_201107_MO_4km	netCDF	11844.391	http://hs.pangaea.de/sat/OC-CCI/Sfm_201107_MO_4km.zip
2011-08	Sfm_201108_MO_4km	netCDF	13426.857	http://hs.pangaea.de/sat/OC-CCI/Sfm_201108_MO_4km.zip
