"","Date","X.x","Cruise_ID","Leg","lon.x","lat.x","Day","days.x","Month","Year","Depth_target","Depth_real","O2_ml_L","O2_ml_L_Q","O2_umol_kg","O2_umol_kg_Q","SiOH4_Cumana","SiOH4_Cumana_Q","PO4_Cumana","PO4_Cumana_Q","NO3_Cumana","NO3_Cumana_Q","NH4","NH4_Q","NO2","NO2_Q","NO3_NO2","NO3_NO2_Q","PO4","PO4_Q","SiOH4","SiOH4_Q","pH","pH_Q","Alkalinity","Alkalinity_Q","TCO2","TCO2_Q","fCO2","fCO2_Q","sal_bot","sal_bot_Q","sal_bot_corr","sal_bot_corr_Q","sal_ctd","sal_ctd_Q","Temp","Temp_Q","Sigma_t","Sigma_t_Q","TPP","TPP_Q","PIP","PIP_Q","POC_ug_L","POC_ug_L_Q","PON_ug_L","PON_ug_L_Q","CtoN_part","CtoN_part_Q","POC_ug_kg","POC_ug_kg_Q","PON_ug_kg","PON_ug_kg_Q","DON_USF_uM","DON_USF_uM_Q","DOP_USF_uM","DOP_USF_uM_Q","DOC","DOC_Q","TOC","TOC_Q","PriPro","PriPro_Q","Chl","Chl_Q","Phaeo","Phaeo_Q","X.1","X.y","CruiseID","month","days.y","press","lat.y","lon.y","sigma_t","sigma_0","potemp","sal","temp","beam_att","beam_cp","fluor_chla","belowmld","depthdiff"
"23",2009-01-13,2903,"93HG_153",1,-64.67,10.5,13,12,1,2009,1,1.58,NA,0,199.6,0,NA,9,9.96920996838687e+36,9,NA,9,0.14,0,0.13,0,0.13,0,0.02,0,1.11,0,NA,0,0.002413,0,NA,0,NA,0,36.821,0,NA,9,NA,0,24.985,0,24.725,0,NA,0,11.88,0,192.8,0,NA,0,10.66,0,188.15,0,NA,0,NA,9,NA,9,68.11,0,NA,9,NA,0,1.68,0,0.94,0,153,192006,"93HG_153",1,12,30,10.5,-64.67,24.884,24.886,24.47,36.829,24.476,0.192,0.556,0.72,TRUE,28.42
"24",1999-02-10,759,"93HG_039",1,-64.67,10.5,10,40,2,1999,25,24.163,NA,0,183.8,0,NA,9,9.96920996838687e+36,9,NA,9,0.37,0,0.13,0,NA,0,0.24,0,1.29,0,NA,0,0.002415,0,NA,0,NA,0,36.861,0,NA,9,NA,0,22.03,0,25.603,0,NA,9,NA,9,198.86,1,NA,1,NA,1,194.06,1,NA,1,NA,9,NA,9,297,8,NA,9,1.77,0,3.89,0,2.14,0,39,45344,"93HG_039",2,40,52.317,10.5,-64.67,25.714,25.716,21.635,36.834,21.645,0.577,NA,0.325,TRUE,28.154
"25",2004-12-07,2053,"93HG_107",1,-64.67,10.5,7,341,12,2004,1,2.31,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.15,0,0.04,0,0,0,0.05,0,0.06,0,NA,9,0.002405,0,NA,9,NA,9,36.794,0,NA,9,NA,0,26.048,0,24.366,0,NA,9,NA,9,NA,0,NA,0,12.43,0,NA,0,NA,0,NA,0,0.36,8,NA,9,NA,9,NA,0,0.59,0,0.31,0,107,133358,"93HG_107",12,341,30,10.5,-64.67,24.559,24.561,25.452,36.797,25.458,0.448,0.084,0.296,TRUE,27.69
"26",2010-01-12,3128,"93HG_165",1,-64.67,10.5,12,11,1,2010,1,1.57,NA,0,199.04,0,NA,9,9.96920996838687e+36,9,NA,9,0.45,0,0.01,0,0.32,0,0.05,0,1.52,0,NA,0,0.002428,0,NA,0,NA,0,36.907,0,NA,9,NA,0,25.626,0,24.591,0,NA,0,NA,0,NA,0,10.7,0,NA,0,NA,0,10.45,0,NA,9,NA,9,67.17,0,NA,9,1.34,0,0.23,0,0.18,0,165,206955,"93HG_165",1,11,29,10.5,-64.67,25.02,25.022,24.147,36.881,24.153,0.112,0.476,0.268,TRUE,27.43
"27",2001-06-12,1290,"93HG_067",1,-64.67,10.5,12,162,6,2001,1,2.806,NA,0,198.65,0,NA,9,9.96920996838687e+36,9,NA,9,0.06,0,0.01,0,0.01,0,0.05,0,0.21,0,NA,9,NA,9,NA,9,NA,9,37,0,NA,9,NA,0,24.933,0,24.875,0,NA,9,NA,9,NA,0,14.21,0,NA,0,NA,0,13.87,0,NA,9,NA,9,NA,9,NA,9,1.43,0,0.3,0,0.25,0,67,81187,"93HG_067",6,162,30.173,10.5,-64.67,25.142,25.144,24.035,36.995,24.042,0.467,NA,0.337,TRUE,27.367
"28",2006-02-07,2279,"93HG_119",1,-64.67,10.5,7,37,2,2006,1,1.76,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,NA,0,0.02,0,0,0,0.02,0,0.29,0,NA,0,0.002454,0,NA,0,NA,0,36.902,0,NA,9,NA,0,23.678,0,25.165,0,NA,9,NA,9,NA,0,NA,0,10.98,0,NA,0,NA,0,15.35,8,0.15,0,69.39,0,NA,9,16.83,0,2.51,0,1.38,0,119,148364,"93HG_119",2,37,29,10.5,-64.67,25.39,25.391,22.785,36.839,22.791,0.575,0.211,1.221,TRUE,27.24
"29",2001-01-11,1194,"93HG_062",1,-64.67,10.5,11,10,1,2001,1,1.973,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.05,0,0.02,0,0.03,0,0.1,0,0,0,NA,0,0.002441,8,NA,8,NA,8,36.891,0,NA,9,NA,8,23.871,8,25.1651,8,NA,9,NA,9,NA,0,NA,0,11.75,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,13.41,0,3.26,0,1.86,0,62,74937,"93HG_062",1,10,29.167,10.5,-64.67,25.341,25.343,23.319,36.98,23.325,0.608,NA,2.824,TRUE,27.194
"30",1996-01-12,39,"93HG_003",1,-64.67,10.5,12,11,1,1996,1,1.5,NA,0,NA,0,1.08,1,0.09,1,4.57,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,0.002428,0,NA,0,NA,0,36.922,0,NA,9,NA,9,24.48,0,24.955,0,NA,9,NA,9,NA,1,NA,1,NA,1,NA,1,NA,1,NA,9,NA,9,109,8,NA,9,16.25,0,1.4,0,0.69,0,3,1240,"93HG_003",1,11,28.162,10.5,-64.67,25.174,25.175,23.727,36.913,23.733,NA,NA,NA,TRUE,26.662
"31",2012-03-16,3581,"93HG_189",1,-64.67,10.5,16,75,3,2012,1,1.36,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.25,0,0.08,0,0.08,0,0.09,0,NA,0,NA,0,0.002411,0,NA,0,NA,0,36.684,0,NA,9,NA,0,22.581,0,25.34,0,NA,0,NA,0,NA,4,121.92,8,NA,8,NA,4,118.98,8,NA,9,NA,9,59.98,0,NA,9,NA,8,4.48,0,2.21,0,189,237366,"93HG_189",3,75,28,10.5,-64.67,25.831,25.832,20.91,36.725,20.915,0.453,0.817,1.54,TRUE,26.64
"32",2004-02-08,1863,"93HG_097",1,-64.67,10.5,8,38,2,2004,1,2.4,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.08,0,0.01,0,0.03,0,0.03,0,0.15,0,NA,0,0.002413,0,NA,0,NA,0,36.974,0,NA,9,NA,0,24.235,0,25.058,0,NA,9,NA,9,NA,0,NA,0,12.79,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,0,2.54,0,1.61,0,97,120130,"93HG_097",2,38,29,10.5,-64.67,25.233,25.235,23.752,37.004,23.758,0.697,0.333,NA,TRUE,26.6
"33",2005-04-05,2130,"93HG_111",1,-64.67,10.5,5,94,4,2005,7,6.535,NA,0,199.47,0,NA,9,9.96920996838687e+36,9,NA,9,0.29,0,0.15,0,0.81,4,0.12,0,NA,0,NA,0,0.00247,0,NA,0,NA,0,36.886,0,NA,9,NA,0,22.938,0,25.383,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0.3,8,NA,9,NA,9,15.24,0,1.31,0,0.92,0,111,138652,"93HG_111",4,94,33,10.5,-64.67,25.53,25.532,22.431,36.89,22.438,0.45,0.086,0.282,TRUE,26.465
"34",2005-10-05,2224,"93HG_116",1,-64.67,10.5,5,277,10,2005,1,0.689,NA,0,198.1,0,NA,9,9.96920996838687e+36,9,NA,9,0.06,0,0.02,0,0,0,0.04,0,0,0,NA,0,0.002386,0,NA,0,NA,4,36.682,0,NA,9,NA,0,29.125,0,23.236,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,0.15,0,0.13,0,116,145222,"93HG_116",10,277,27,10.5,-64.67,23.489,23.491,28.128,36.513,28.134,NA,NA,0.163,TRUE,26.311
"35",2004-01-13,1844,"93HG_096",1,-64.67,10.5,13,12,1,2004,7,7.7,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.06,0,0.01,0,0,0,0.02,0,0,0,NA,0,0.00241,0,NA,0,NA,0,36.903,0,NA,9,NA,0,24.982,0,24.796,0,NA,9,NA,9,NA,0,NA,0,13.62,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,0,1.06,0,0.84,0,96,118813,"93HG_096",1,12,34,10.5,-64.67,24.957,24.959,24.448,36.918,24.455,0.498,0.134,0.447,TRUE,26.3
"36",2011-02-08,3354,"93HG_177",1,-64.67,10.5,8,38,2,2011,7,7.26,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.05,0,0.02,0,0,0,0.02,0,NA,4,NA,0,0.002418,0,NA,0,NA,0,36.798,0,NA,9,NA,0,23.909,0,25.033,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,2.1,0,1.84,0,177,221708,"93HG_177",2,38,33,10.5,-64.67,25.209,25.211,23.375,36.827,23.382,0.138,0.502,0.265,TRUE,25.74
"37",2012-05-15,3620,"93HG_191",2,-64.67,10.5,15,135,5,2012,7,7.34,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.16,0,0,0,0,0,0.04,0,1.61,0,NA,0,0.002459,0,NA,0,NA,0,36.402,0,NA,9,NA,0,27.019,0,23.933,0,NA,9,NA,9,117.55,0,12.8,0,10.72,0,114.72,0,12.49,0,NA,9,NA,9,NA,9,NA,9,NA,9,0.13,0,0.18,0,191,239959,"93HG_191",5,135,33,10.5,-64.67,24.112,24.115,26.298,36.557,26.305,0.089,0.453,0.184,TRUE,25.66
"38",1996-12-11,253,"93HG_014",1,-64.67,10.5,11,345,12,1996,1,1.764,NA,0,196,0,1.47,1,0.07,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,0.002415,0,NA,0,NA,0,36.651,0,NA,9,NA,0,26.501,0,24.118,0,NA,9,NA,9,NA,1,11.22,1,NA,1,NA,1,10.94,1,NA,9,NA,9,75,1,NA,9,1.19,0,0.21,0,0.15,0,14,13038,"93HG_014",12,345,27.277,10.5,-64.67,24.43,24.432,25.718,36.733,25.724,0.514,NA,0.498,TRUE,25.513
"39",1998-03-12,555,"93HG_029",2,-64.67,10.5,12,70,3,1998,7,7.895,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.28,0,0.1,0,1.05,0,0.16,0,0,0,NA,0,NA,9,NA,4,NA,4,36.862,0,NA,9,NA,0,21.939,0,25.6418,0,NA,9,NA,9,NA,1,NA,1,NA,1,NA,1,NA,1,NA,9,NA,9,202,8,NA,9,NA,0,5.85,0,3.03,0,29,32162,"93HG_029",3,70,33.123,10.5,-64.67,25.79,25.792,21.485,36.879,21.491,NA,NA,0.14,TRUE,25.228
"40",2009-01-13,2904,"93HG_153",1,-64.67,10.5,13,12,1,2009,7,4.97,NA,0,199.3,0,NA,9,9.96920996838687e+36,9,NA,9,0.18,0,0.16,0,0.16,0,0.14,0,1.26,0,NA,0,0.002424,0,NA,0,NA,0,36.837,0,NA,9,NA,0,24.984,0,24.726,0,NA,0,12.63,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,0,1.57,0,0.66,0,153,192006,"93HG_153",1,12,30,10.5,-64.67,24.884,24.886,24.47,36.829,24.476,0.192,0.556,0.72,TRUE,25.03
"41",2012-02-07,3564,"93HG_188",1,-64.67,10.5,7,37,2,2012,15,15.03,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.17,0,0.04,0,0.07,0,0.08,0,1.22,0,NA,0,0.002413,0,NA,0,NA,0,36.789,0,NA,9,NA,0,22.246,0,25.499,0,123.41,0,NA,0,NA,0,NA,0,NA,0,197.86,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,0,0.56,0,0.51,0,188,236055,"93HG_188",2,37,40,10.5,-64.67,25.652,25.654,21.724,36.787,21.732,0.109,0.473,0.24,TRUE,24.97
"42",2001-04-04,1252,"93HG_065",1,-64.67,10.5,4,93,4,2001,7,7.353,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.06,0,0.01,0,0.03,0,0.05,0,0,0,NA,0,0.002487,8,NA,8,NA,8,NA,9,NA,9,NA,0,23.971,0,25.0939,0,NA,9,NA,9,NA,0,NA,0,12.25,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,0,0.85,0,0.7,0,65,78877,"93HG_065",4,93,32.185,10.5,-64.67,25.286,25.288,23.463,36.964,23.47,0.497,NA,1.158,TRUE,24.832
