"","date","value_int","reg","spec","value_int.x","reg.x","spec.x","value_int.y","reg.y","spec.y"
"24",1997-09-17,4.778205,"1","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"25",1997-10-14,6.43552,"1","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"26",1997-11-13,4.85907,"1","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"27",1997-12-17,15.708905,"1","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"28",1998-01-14,16.796305,"1","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"29",1998-02-11,15.102415,"1","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"30",1998-03-12,66.628095,"1","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"31",1998-04-21,14.05179,"1","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"32",1998-06-09,13.25863,"1","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"33",1998-07-09,5.22973,"1","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"34",1998-08-05,10.71534,"1","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"35",1998-09-01,6.637155,"1","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"36",1998-12-16,1.241975,"1","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"37",1999-01-12,32.9513,"1","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"38",1999-03-04,0,"1","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"39",1999-04-07,2.34048,"1","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"40",1999-05-06,0.22572,"1","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"41",1999-06-08,20.006435,"1","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"42",1999-07-15,7.78423,"1","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"43",1999-08-11,0.314875,"1","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"44",1999-09-14,7.16043,"1","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"45",1999-10-05,0.68405,"1","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"46",1999-11-04,2.39795,"1","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"47",1999-12-07,2.43224,"1","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"48",2000-01-11,17.95486,"1","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"49",2000-02-08,19.36648,"1","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"50",2000-03-09,5.26862,"1","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"51",2000-04-11,15.668235,"1","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"52",2000-05-11,16.40951,"1","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"53",2000-06-06,4.6326,"1","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"54",2000-07-07,3.06911,"1","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"55",2000-08-09,4.516635,"1","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"56",2000-09-12,15.4688,"1","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"57",2000-10-10,3.12525,"1","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"58",2006-07-04,5.76877,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"59",2006-08-03,6.206105,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"60",2006-09-12,8.275705,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"61",2006-10-10,22.785135,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"62",2006-11-02,6.168005,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"63",2006-12-05,11.43832,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"64",2007-02-06,78.083295,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"65",2007-03-06,10.451145,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"66",2007-04-10,8.898745,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"67",2007-05-08,7.85229,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"68",2007-06-05,7.36589,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"69",2007-07-03,15.741565,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"70",2007-08-07,6.620765,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"71",2007-09-04,7.85588,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"72",2007-10-19,9.814225,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"73",2007-12-11,6.393245,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"74",2008-01-10,12.527695,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"75",2008-02-12,4.743105,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"76",2008-03-11,29.605895,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"77",2008-04-08,10.704585,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"78",2008-05-04,7.781045,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"79",2008-06-03,4.732525,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"80",2008-07-08,10.84948,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"81",2008-08-05,18.006645,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"82",2008-09-10,6.805545,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"83",2008-10-10,9.063175,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"84",2008-11-18,8.550245,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"85",2008-12-10,4.11132,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"86",2009-01-13,38.30278,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"87",2009-02-10,30.320605,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"88",2009-03-03,14.619725,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"89",2009-04-07,7.22603,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"90",2009-05-08,8.808915,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"91",2009-06-02,9.684125,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"92",2009-07-14,9.428275,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"93",2009-08-11,8.977325,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"94",2009-09-15,11.442185,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"95",2009-10-07,10.052215,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"96",2009-11-10,5.330545,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"97",2009-12-08,8.51074,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"98",2010-01-07,4.667085,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"99",2010-02-11,84.60711,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"100",2010-03-09,3.669155,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"101",2010-04-07,10.363495,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"102",2010-05-11,10.647565,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"103",2010-06-08,4.16757,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"104",2010-08-04,3.82015,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"105",2010-09-15,7.16734,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"106",2010-10-05,8.049705,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"107",2010-11-09,1.97513,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"108",2010-12-08,5.472535,"2","Diatoms_Hapto1",NA,NA,NA,NA,NA,NA
"109",1995-12-14,2.669755,"1","Haptophytes",2.669755,1,"Hapto3_Hapto4",0,1,"Haptophytes2"
"110",1996-01-13,5.28245,"1","Haptophytes",3.0226,1,"Hapto3_Hapto4",2.25985,1,"Haptophytes2"
"111",1996-02-14,2.773415,"1","Haptophytes",2.18397,1,"Hapto3_Hapto4",0.589445,1,"Haptophytes2"
"112",1996-03-13,2.7558,"1","Haptophytes",2.05586,1,"Hapto3_Hapto4",0.69994,1,"Haptophytes2"
"113",1996-04-17,50.82871,"1","Haptophytes",50.81491,1,"Hapto3_Hapto4",0.0138,1,"Haptophytes2"
"114",1996-05-10,9.914615,"1","Haptophytes",9.761115,1,"Hapto3_Hapto4",0.1535,1,"Haptophytes2"
"115",1996-06-13,4.04103,"1","Haptophytes",4.04068,1,"Hapto3_Hapto4",0.00035,1,"Haptophytes2"
"116",1996-07-11,7.14089,"1","Haptophytes",7.14089,1,"Hapto3_Hapto4",0,1,"Haptophytes2"
"117",1996-08-07,7.14615,"1","Haptophytes",7.13935,1,"Hapto3_Hapto4",0.0068,1,"Haptophytes2"
"118",1996-09-11,12.58596,"1","Haptophytes",12.58596,1,"Hapto3_Hapto4",0,1,"Haptophytes2"
"119",1996-10-09,8.6868,"1","Haptophytes",8.6868,1,"Hapto3_Hapto4",0,1,"Haptophytes2"
"120",1996-11-11,8.475305,"1","Haptophytes",8.019205,1,"Hapto3_Hapto4",0.4561,1,"Haptophytes2"
"121",1996-12-10,4.00888,"1","Haptophytes",4.00888,1,"Hapto3_Hapto4",0,1,"Haptophytes2"
"122",1997-01-08,6.235035,"1","Haptophytes",5.513325,1,"Hapto3_Hapto4",0.72171,1,"Haptophytes2"
"123",1997-02-14,1.6951,"1","Haptophytes",1.145805,1,"Hapto3_Hapto4",0.549295,1,"Haptophytes2"
"124",1997-02-23,2.057375,"1","Haptophytes",0.99026,1,"Hapto3_Hapto4",1.067115,1,"Haptophytes2"
"125",1997-03-13,0.19165,"1","Haptophytes",0,1,"Hapto3_Hapto4",0.19165,1,"Haptophytes2"
"126",1997-04-16,7.008515,"1","Haptophytes",6.30793,1,"Hapto3_Hapto4",0.700585,1,"Haptophytes2"
"127",1997-05-10,2.81171,"1","Haptophytes",1.22548,1,"Hapto3_Hapto4",1.58623,1,"Haptophytes2"
"128",1997-06-17,4.618865,"1","Haptophytes",4.205035,1,"Hapto3_Hapto4",0.41383,1,"Haptophytes2"
"129",1997-07-08,1.85342,"1","Haptophytes",1.38374,1,"Hapto3_Hapto4",0.46968,1,"Haptophytes2"
"130",1997-07-16,3.754905,"1","Haptophytes",2.420375,1,"Hapto3_Hapto4",1.33453,1,"Haptophytes2"
"131",1997-08-17,8.06894,"1","Haptophytes",7.85412,1,"Hapto3_Hapto4",0.21482,1,"Haptophytes2"
"132",1997-09-17,3.421965,"1","Haptophytes",3.16896,1,"Hapto3_Hapto4",0.253005,1,"Haptophytes2"
"133",1997-10-14,3.948025,"1","Haptophytes",3.74406,1,"Hapto3_Hapto4",0.203965,1,"Haptophytes2"
"134",1997-11-13,6.79081,"1","Haptophytes",6.7079,1,"Hapto3_Hapto4",0.08291,1,"Haptophytes2"
"135",1997-12-17,7.8122,"1","Haptophytes",7.07734,1,"Hapto3_Hapto4",0.73486,1,"Haptophytes2"
"136",1998-01-14,6.494125,"1","Haptophytes",5.656955,1,"Hapto3_Hapto4",0.83717,1,"Haptophytes2"
"137",1998-02-11,3.720035,"1","Haptophytes",2.71079,1,"Hapto3_Hapto4",1.009245,1,"Haptophytes2"
"138",1998-03-12,5.176105,"1","Haptophytes",2.158005,1,"Hapto3_Hapto4",3.0181,1,"Haptophytes2"
"139",1998-04-21,6.53094,"1","Haptophytes",6.164565,1,"Hapto3_Hapto4",0.366375,1,"Haptophytes2"
"140",1998-06-09,21.67748,"1","Haptophytes",21.14278,1,"Hapto3_Hapto4",0.5347,1,"Haptophytes2"
"141",1998-07-09,18.76032,"1","Haptophytes",15.59532,1,"Hapto3_Hapto4",3.165,1,"Haptophytes2"
"142",1998-08-05,14.78148,"1","Haptophytes",14.78148,1,"Hapto3_Hapto4",0,1,"Haptophytes2"
"143",1998-09-01,4.284905,"1","Haptophytes",4.270705,1,"Hapto3_Hapto4",0.0142,1,"Haptophytes2"
"144",1998-12-16,8.14573,"1","Haptophytes",6.70878,1,"Hapto3_Hapto4",1.43695,1,"Haptophytes2"
"145",1999-01-12,37.91913,"1","Haptophytes",28.38231,1,"Hapto3_Hapto4",9.53682,1,"Haptophytes2"
"146",1999-03-04,1.362,"1","Haptophytes",1.05805,1,"Hapto3_Hapto4",0.30395,1,"Haptophytes2"
"147",1999-04-07,14.03555,"1","Haptophytes",6.9352,1,"Hapto3_Hapto4",7.10035,1,"Haptophytes2"
"148",1999-05-06,0.00099,"1","Haptophytes",0.00099,1,"Hapto3_Hapto4",0,1,"Haptophytes2"
"149",1999-06-08,13.01745,"1","Haptophytes",11.064035,1,"Hapto3_Hapto4",1.953415,1,"Haptophytes2"
"150",1999-07-15,19.544765,"1","Haptophytes",10.560815,1,"Hapto3_Hapto4",8.98395,1,"Haptophytes2"
"151",1999-08-11,27.75776,"1","Haptophytes",4.96091,1,"Hapto3_Hapto4",22.79685,1,"Haptophytes2"
"152",1999-09-14,13.36211,"1","Haptophytes",6.368835,1,"Hapto3_Hapto4",6.993275,1,"Haptophytes2"
"153",1999-10-05,6.77908,"1","Haptophytes",3.584805,1,"Hapto3_Hapto4",3.194275,1,"Haptophytes2"
"154",1999-11-04,1.921635,"1","Haptophytes",1.600715,1,"Hapto3_Hapto4",0.32092,1,"Haptophytes2"
"155",1999-12-07,2.240745,"1","Haptophytes",1.782645,1,"Hapto3_Hapto4",0.4581,1,"Haptophytes2"
"156",2000-01-11,6.119685,"1","Haptophytes",4.013195,1,"Hapto3_Hapto4",2.10649,1,"Haptophytes2"
"157",2000-02-08,9.075345,"1","Haptophytes",6.126485,1,"Hapto3_Hapto4",2.94886,1,"Haptophytes2"
"158",2000-03-09,2.58159,"1","Haptophytes",2.58159,1,"Hapto3_Hapto4",0,1,"Haptophytes2"
"159",2000-04-11,4.398385,"1","Haptophytes",2.055115,1,"Hapto3_Hapto4",2.34327,1,"Haptophytes2"
"160",2000-05-11,8.2532,"1","Haptophytes",4.66235,1,"Hapto3_Hapto4",3.59085,1,"Haptophytes2"
"161",2000-06-06,6.40364,"1","Haptophytes",4.34735,1,"Hapto3_Hapto4",2.05629,1,"Haptophytes2"
"162",2000-07-07,3.20546,"1","Haptophytes",1.37966,1,"Hapto3_Hapto4",1.8258,1,"Haptophytes2"
"163",2000-08-09,5.248655,"1","Haptophytes",3.495295,1,"Hapto3_Hapto4",1.75336,1,"Haptophytes2"
"164",2000-09-12,6.463285,"1","Haptophytes",4.541415,1,"Hapto3_Hapto4",1.92187,1,"Haptophytes2"
"165",2000-10-10,5.13344,"1","Haptophytes",3.27845,1,"Hapto3_Hapto4",1.85499,1,"Haptophytes2"
"166",2006-07-04,3.073175,"2","Haptophytes",2.31824,2,"Hapto3_Hapto4",0.754935,2,"Haptophytes2"
"167",2006-08-03,7.976955,"2","Haptophytes",5.69935,2,"Hapto3_Hapto4",2.277605,2,"Haptophytes2"
"168",2006-09-12,8.01626,"2","Haptophytes",5.84011,2,"Hapto3_Hapto4",2.17615,2,"Haptophytes2"
"169",2006-10-10,17.483485,"2","Haptophytes",7.049195,2,"Hapto3_Hapto4",10.43429,2,"Haptophytes2"
"170",2006-11-02,6.67848,"2","Haptophytes",5.6293,2,"Hapto3_Hapto4",1.04918,2,"Haptophytes2"
"171",2006-12-05,8.998085,"2","Haptophytes",7.454865,2,"Hapto3_Hapto4",1.54322,2,"Haptophytes2"
"172",2007-02-06,15.298865,"2","Haptophytes",4.697555,2,"Hapto3_Hapto4",10.60131,2,"Haptophytes2"
"173",2007-03-06,10.76819,"2","Haptophytes",7.79995,2,"Hapto3_Hapto4",2.96824,2,"Haptophytes2"
"174",2007-04-10,10.62554,"2","Haptophytes",8.074965,2,"Hapto3_Hapto4",2.550575,2,"Haptophytes2"
"175",2007-05-08,10.38206,"2","Haptophytes",8.57741,2,"Hapto3_Hapto4",1.80465,2,"Haptophytes2"
"176",2007-06-05,4.928805,"2","Haptophytes",4.23609,2,"Hapto3_Hapto4",0.692715,2,"Haptophytes2"
"177",2007-07-03,5.595345,"2","Haptophytes",3.52207,2,"Hapto3_Hapto4",2.073275,2,"Haptophytes2"
"178",2007-08-07,10.357915,"2","Haptophytes",9.265695,2,"Hapto3_Hapto4",1.09222,2,"Haptophytes2"
"179",2007-09-04,5.63236,"2","Haptophytes",4.646785,2,"Hapto3_Hapto4",0.985575,2,"Haptophytes2"
"180",2007-10-19,18.42295,"2","Haptophytes",13.8535,2,"Hapto3_Hapto4",4.56945,2,"Haptophytes2"
"181",2007-12-11,14.123335,"2","Haptophytes",11.90275,2,"Hapto3_Hapto4",2.220585,2,"Haptophytes2"
"182",2008-01-10,4.54003,"2","Haptophytes",2.420835,2,"Hapto3_Hapto4",2.119195,2,"Haptophytes2"
"183",2008-02-12,17.840135,"2","Haptophytes",14.786385,2,"Hapto3_Hapto4",3.05375,2,"Haptophytes2"
"184",2008-03-11,14.77187,"2","Haptophytes",6.519075,2,"Hapto3_Hapto4",8.252795,2,"Haptophytes2"
"185",2008-04-08,9.298475,"2","Haptophytes",6.31684,2,"Hapto3_Hapto4",2.981635,2,"Haptophytes2"
"186",2008-05-04,9.28224,"2","Haptophytes",7.552355,2,"Hapto3_Hapto4",1.729885,2,"Haptophytes2"
"187",2008-06-03,13.709035,"2","Haptophytes",11.33615,2,"Hapto3_Hapto4",2.372885,2,"Haptophytes2"
"188",2008-07-08,13.78526,"2","Haptophytes",8.438675,2,"Hapto3_Hapto4",5.346585,2,"Haptophytes2"
"189",2008-08-05,19.876425,"2","Haptophytes",15.442715,2,"Hapto3_Hapto4",4.43371,2,"Haptophytes2"
"190",2008-09-10,4.748745,"2","Haptophytes",3.75332,2,"Hapto3_Hapto4",0.995425,2,"Haptophytes2"
"191",2008-10-10,7.46739,"2","Haptophytes",6.42353,2,"Hapto3_Hapto4",1.04386,2,"Haptophytes2"
"192",2008-11-18,6.285905,"2","Haptophytes",5.1174,2,"Hapto3_Hapto4",1.168505,2,"Haptophytes2"
"193",2008-12-10,5.086805,"2","Haptophytes",3.909685,2,"Hapto3_Hapto4",1.17712,2,"Haptophytes2"
"194",2009-01-13,12.319765,"2","Haptophytes",5.7346,2,"Hapto3_Hapto4",6.585165,2,"Haptophytes2"
"195",2009-02-10,8.497495,"2","Haptophytes",3.381875,2,"Hapto3_Hapto4",5.11562,2,"Haptophytes2"
"196",2009-03-03,8.00453,"2","Haptophytes",5.47889,2,"Hapto3_Hapto4",2.52564,2,"Haptophytes2"
"197",2009-04-07,11.088185,"2","Haptophytes",8.2897725,2,"Hapto3_Hapto4",2.7984125,2,"Haptophytes2"
"198",2009-05-08,13.962235,"2","Haptophytes",10.763905,2,"Hapto3_Hapto4",3.19833,2,"Haptophytes2"
"199",2009-06-02,14.217905,"2","Haptophytes",11.194625,2,"Hapto3_Hapto4",3.02328,2,"Haptophytes2"
"200",2009-07-14,5.354915,"2","Haptophytes",4.26457,2,"Hapto3_Hapto4",1.090345,2,"Haptophytes2"
"201",2009-08-11,17.943185,"2","Haptophytes",13.11024,2,"Hapto3_Hapto4",4.832945,2,"Haptophytes2"
"202",2009-09-15,15.772715,"2","Haptophytes",11.668265,2,"Hapto3_Hapto4",4.10445,2,"Haptophytes2"
"203",2009-10-07,13.21,"2","Haptophytes",11.51086,2,"Hapto3_Hapto4",1.69914,2,"Haptophytes2"
"204",2009-11-10,5.74191,"2","Haptophytes",4.50317,2,"Hapto3_Hapto4",1.23874,2,"Haptophytes2"
"205",2009-12-08,5.47337,"2","Haptophytes",3.585785,2,"Hapto3_Hapto4",1.887585,2,"Haptophytes2"
"206",2010-01-07,15.187315,"2","Haptophytes",11.719115,2,"Hapto3_Hapto4",3.4682,2,"Haptophytes2"
"207",2010-02-11,16.29059,"2","Haptophytes",4.2326,2,"Hapto3_Hapto4",12.05799,2,"Haptophytes2"
"208",2010-03-09,20.619945,"2","Haptophytes",17.6575,2,"Hapto3_Hapto4",2.962445,2,"Haptophytes2"
"209",2010-04-07,7.583395,"2","Haptophytes",6.11859,2,"Hapto3_Hapto4",1.464805,2,"Haptophytes2"
"210",2010-05-11,15.711465,"2","Haptophytes",9.71676,2,"Hapto3_Hapto4",5.994705,2,"Haptophytes2"
"211",2010-06-08,6.27554,"2","Haptophytes",4.790025,2,"Hapto3_Hapto4",1.485515,2,"Haptophytes2"
"212",2010-08-04,5.81862,"2","Haptophytes",4.52841,2,"Hapto3_Hapto4",1.29021,2,"Haptophytes2"
"213",2010-09-15,11.08445,"2","Haptophytes",8.423505,2,"Hapto3_Hapto4",2.660945,2,"Haptophytes2"
"214",2010-10-05,7.98104,"2","Haptophytes",6.737575,2,"Hapto3_Hapto4",1.243465,2,"Haptophytes2"
"215",2010-11-09,6.511615,"2","Haptophytes",5.027585,2,"Hapto3_Hapto4",1.48403,2,"Haptophytes2"
"216",2010-12-08,12.322605,"2","Haptophytes",8.54717,2,"Hapto3_Hapto4",3.775435,2,"Haptophytes2"
"217",1995-12-14,0.832385,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"218",1996-01-13,0.466085,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"219",1996-02-14,0.345345,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"220",1996-03-13,0.26333,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"221",1996-04-17,1.36048,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"222",1996-05-10,0.53207,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"223",1996-06-13,0.11037,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"224",1996-07-11,2.697385,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"225",1996-08-07,1.417175,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"226",1996-09-11,2.91168,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"227",1996-10-09,3.16082,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"228",1996-11-11,1.756675,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"229",1996-12-10,1.982685,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"230",1997-01-08,1.681975,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"231",1997-02-14,0.417805,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"232",1997-02-23,0.36067,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"233",1997-03-13,0,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"234",1997-04-16,1.26521,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"235",1997-05-10,0.15648,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"236",1997-06-17,0.90694,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"237",1997-07-08,0.04884,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"238",1997-07-16,0.12466,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"239",1997-08-17,1.97903,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"240",1997-09-17,1.73223,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"241",1997-10-14,0,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"242",1997-11-13,0,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"243",1997-12-17,0.00144,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"244",1998-01-14,1.2448,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"245",1998-02-11,0.279815,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"246",1998-03-12,0,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"247",1998-04-21,1.36347,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"248",1998-06-09,4.64961,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"249",1998-07-09,2.50265,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"250",1998-08-05,4.151505,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"251",1998-09-01,3.214555,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"252",1998-12-16,2.796395,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"253",1999-01-12,4.09682,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"254",1999-03-04,0.018,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"255",1999-04-07,1.23914,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"256",1999-05-06,0.00198,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"257",1999-06-08,1.70148,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"258",1999-07-15,1.36168,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"259",1999-08-11,0.75178,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"260",1999-09-14,1.748785,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"261",1999-10-05,2.59637,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"262",1999-11-04,2.55796,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
