"","cdww","iews","inss","mcc","mwp","si10","sp","sst","t2m","tauoc","u10","ust","v10","v10n","vst","wind","time_month","cdir","e","ewss","i10fg","lsp","magss","mer","metss","mmtss","mntss","mtpr","nsss","sshf","tp","NO3_UDO","PO4_UDO","SiO4_UDO","NH4_USF","NO2_USF","NO3_NO2_USF","PO4_USF","SiO4_USF","pH_corrected","Salinity_bottles","Temperature","Sigma_t","PrimaryProductivity","Chlorophyll","Phaeopigments","NO3_USF","Isotherm_21","MLD","Tchla","Prasino3","Dino1","Crypto1","Hapto6","Chloro1","Cyano4","Diatom1","Mesh200","Mesh500","total_biomass","SeaWiFS_chla","MODIS_chla","Satellite_chla"
"215",0.0009007044,-0.054619133,-0.025053144,0.13387471,5.476618,6.033477,100957.81,300.23187,299.4657,0.98009306,-5.147602,-0.04133773,-2.5807085,-2.6580238,-0.026540231,4.4006977,"11-1996",18859904,-0.0029259236,-5013.4844,8.057424,0.00020622333,5671.862,-3.3865595e-05,-0.058057606,0.065607294,-0.02597779,1.2832059e-05,-2242.3398,-465473,0.0011077686,5.43278980824076,0.289884588007554,2.02592872115646,NA,NA,NA,NA,NA,7.9977956835208,36.7928291465762,23.1378343054623,25.2527699690529,1.43380841928157,0.52565524113222,0.522830471522905,NA,103,14,43.29,1.94,1.21,1.39,8.71,2.14,2.13,25.31,NA,NA,NA,NA,NA,NA
"216",0.00094523,-0.06247145,-0.032796264,0.09617531,5.7828245,6.5856256,101108.625,299.33197,298.7575,0.970634,-5.554064,-0.047948003,-2.970086,-3.029828,-0.034189537,4.880562,"12-1996",17994400,-0.0028173097,-5820.4414,8.80279,0.00012893202,6710.615,-3.260796e-05,-0.06740177,0.07768287,-0.033997536,3.8975277e-06,-2935.5781,-418698,0.00033625076,NA,0.209214190654259,2.39972746628194,NA,NA,NA,NA,NA,8.03594178881311,36.7882262522709,24.2352378420425,24.9217929601881,0.496327598056177,0.174913765943545,0.266471627194958,NA,115,27,19.31,3.99,0.51,1.17,4.01,0.5,1.99,7.14,NA,NA,NA,NA,NA,NA
"217",0.0010032351,-0.07339442,-0.040935636,0.09208673,4.729517,7.371395,101235.19,298.29294,297.9192,0.9627352,-6.1938715,-0.054680645,-3.5514908,-3.5948105,-0.03986439,5.511963,"01-1997",18581408,-0.0028260648,-7117.7266,9.932076,9.185074e-05,8315.762,-3.270655e-05,-0.08240813,0.096251786,-0.04437232,2.0668685e-06,-3835.1406,-245680,0.00017991726,7.64647013553264,0.402240717778368,3.91655636929124,NA,NA,NA,NA,NA,7.98505104386628,36.8164107308232,22.0858569014289,25.5675144007002,3.60886251204263,1.23392260316373,0.864051448998141,NA,64,26,102.33,1.57,2.69,1.26,5.52,1.42,1.68,87.49,NA,NA,NA,NA,NA,NA
"218",0.0010554194,-0.09734064,-0.047667384,0.17594635,4.882144,8.173209,101293.19,297.12848,297.47546,0.9518411,-7.141198,-0.06852764,-3.5794468,-3.560689,-0.042325094,6.039551,"02-1997",20145472,-0.0020449795,-9150.875,10.763104,0.000122055644,10335.141,-2.3668326e-05,-0.10594815,0.11962664,-0.05013144,1.7976553e-06,-4328.164,451237,0.00015465383,11.2991028166334,0.339485078959758,3.18222284871814,NA,NA,NA,NA,NA,7.96224311181927,36.8208559957727,21.3753835372394,25.7718882747496,1.32405200254887,0.380060157906511,0.263435304857018,NA,46,28,25.77,4.29,1.62,0.27,1.15,0,0.42,17.47,NA,NA,NA,NA,NA,NA
"219",0.0010554194,-0.09734064,-0.047667384,0.17594635,4.882144,8.173209,101293.19,297.12848,297.47546,0.9518411,-7.141198,-0.06852764,-3.5794468,-3.560689,-0.042325094,6.039551,"02-1997",20145472,-0.0020449795,-9150.875,10.763104,0.000122055644,10335.141,-2.3668326e-05,-0.10594815,0.11962664,-0.05013144,1.7976553e-06,-4328.164,451237,0.00015465383,11.2991028166334,0.339485078959758,3.18222284871814,NA,NA,NA,NA,NA,7.96224311181927,36.8208559957727,21.3753835372394,25.7718882747496,1.32405200254887,0.380060157906511,0.263435304857018,NA,46,28,40.53,0.38,0.95,0.03,1.02,0.02,0.4,36.78,NA,NA,NA,NA,NA,NA
"220",0.0010599482,-0.090051174,-0.05144304,0.111524604,4.649667,8.107819,101276.31,296.27603,296.81555,0.95257103,-6.7997484,-0.06291109,-3.949894,-3.8937836,-0.04461029,6.0898438,"03-1997",22276704,-0.0014236823,-8538.844,10.630818,4.470072e-05,10008.883,-1.6477425e-05,-0.098900735,0.11581449,-0.054501295,6.8342985e-07,-4712.3516,673217,5.8958874e-05,12.4435552897401,0.677853198303548,4.8283347527433,NA,NA,NA,NA,NA,7.90519911354638,36.6735883917638,19.9966690089363,26.0359105171604,1.07651351210416,0.713315165591113,0.78760961937299,NA,19,28,51.59,6.84,0.16,0,0,0,0,44.41,NA,NA,NA,NA,NA,NA
"221",0.0009815521,-0.07486957,-0.041779757,0.09911372,4.820978,7.290372,101198.25,297.49008,297.80884,0.96727854,-6.0524235,-0.053624332,-3.5549011,-3.5224457,-0.038908117,5.2622747,"04-1997",22819104,-0.0016148908,-6969.785,9.456819,4.9982613e-05,8133.871,-1.8689374e-05,-0.080715775,0.09414013,-0.043519735,8.94042e-07,-3758.0703,407436,7.674639e-05,10.1524976527788,0.489246156342941,3.11294854199635,NA,NA,NA,NA,NA,7.94329947093757,36.753885463113,20.6188527754483,25.9316761456908,2.18041103185454,0.811014590029778,0.376960288668659,NA,32,24,62.59,3,2.29,0.02,6.31,0,1.27,49.01,NA,NA,NA,NA,NA,NA
"222",0.00093299197,-0.068250656,-0.033783913,0.1276839,4.513257,6.6937876,101204.44,298.05585,298.41992,0.975748,-5.6132774,-0.047968805,-3.0017977,-2.9628725,-0.031193625,4.742676,"05-1997",22429744,-0.0014338084,-6416.6445,8.80385,8.010893e-05,7326.665,-1.6595237e-05,-0.07427907,0.084840596,-0.035591304,2.1491142e-06,-3082.0273,414406,0.00018764457,10.19672606019,0.427984009305901,4.30150382076365,NA,NA,NA,NA,NA,7.95068490645024,36.8129361838114,21.4496090390956,25.7496032809177,1.96487302723446,0.418505737133659,0.511860699676812,NA,56,15,27.28,1.57,1.13,0.29,1.22,0,0.15,21.32,NA,NA,NA,NA,NA,NA
"223",0.00087635545,-0.04768455,-0.022853982,0.17142749,4.480335,5.830285,101181.06,298.6318,298.85022,0.98654145,-4.9522066,-0.03691888,-2.5436554,-2.5315847,-0.024275519,4.135848,"06-1997",21640928,-0.0013415427,-4415.789,7.5738087,0.00031957426,5007.5767,-1.5528538e-05,-0.051195323,0.05790506,-0.023312856,6.2384424e-06,-2011.7969,212629,0.0005390474,3.43255264908687,0.226486063663658,3.52077933055314,NA,NA,NA,NA,NA,8.01574232480766,36.9833236872766,22.7809890492065,25.530655354698,0.801005229492227,0.234068806007036,0.324183256521016,NA,113,17,21.57,9.49,0.7,0.06,4.2,0,0.9,5.77,NA,NA,NA,NA,NA,NA
"224",0.0008319956,-0.036522985,-0.016186748,0.1753186,4.3416033,5.0935116,101327.44,298.47845,298.76184,0.9917671,-4.155818,-0.02889204,-2.0600595,-2.0470276,-0.018263679,3.6506348,"07-1997",21475232,-0.0011394173,-3569.4414,6.772707,0.00024689763,4038.161,-1.3188241e-05,-0.041326284,0.04681342,-0.016967226,5.172915e-06,-1457.6326,205980,0.00044579903,8.91461656625,0.394767788918621,3.16526974106044,NA,NA,NA,NA,NA,7.97751949925891,36.9469719633323,21.9112529849596,25.7185063872122,0.597889662414491,0.161591786038359,0.220912447546058,NA,84,22,12.58,1.73,0.33,0.02,1.38,0.02,0.05,8.57,NA,NA,NA,NA,NA,NA
"225",0.0008319956,-0.036522985,-0.016186748,0.1753186,4.3416033,5.0935116,101327.44,298.47845,298.76184,0.9917671,-4.155818,-0.02889204,-2.0600595,-2.0470276,-0.018263679,3.6506348,"07-1997",21475232,-0.0011394173,-3569.4414,6.772707,0.00024689763,4038.161,-1.3188241e-05,-0.041326284,0.04681342,-0.016967226,5.172915e-06,-1457.6326,205980,0.00044579903,8.91461656625,0.394767788918621,3.16526974106044,NA,NA,NA,NA,NA,7.97751949925891,36.9469719633323,21.9112529849596,25.7185063872122,0.597889662414491,0.161591786038359,0.220912447546058,NA,84,22,28.78,2.02,2.13,0.52,2.42,0,0.12,20.24,NA,NA,NA,NA,NA,NA
"226",0.0008156318,-0.031479776,-0.014108069,0.120496795,4.164523,4.7717257,101309.75,298.9905,299.01306,0.9935662,-3.766469,-0.025387704,-1.8123941,-1.8225241,-0.016041413,3.474102,"08-1997",21922544,-0.0012783557,-2982.5195,6.376319,0.0001587738,3498.344,-1.4795602e-05,-0.03458619,0.040497,-0.014512952,3.9221413e-06,-1256.9077,59901,0.00033868803,NA,NA,4.58700020115214,NA,NA,NA,NA,NA,7.94005846648037,36.7917277489906,21.2211123852717,NA,0.769640036404716,0.251219089375794,0.190943897572688,NA,49,13,24.93,5.83,0.84,0.1,7.85,0,1.98,8.11,NA,NA,NA,NA,NA,NA
"227",0.00083587924,-0.03883964,-0.015922204,0.09132552,4.958435,5.031148,101066.625,301.07004,300.43372,0.99004155,-4.058571,-0.03029555,-1.8386011,-1.8975582,-0.019083425,3.6970015,"09-1997",21978736,-0.0028231032,-3811.4922,7.0609245,9.750303e-05,4359.25,-3.2674434e-05,-0.044124365,0.050489366,-0.017272122,6.6088205e-06,-1491.3555,-345015,0.0005710586,4.35304280123901,NA,3.30762016569424,0.0578280838515616,0.597404843416202,2.14196729215725,0.256386796137887,2.01869887369423,8.02566453896295,36.6594642902284,24.1352776712493,24.8619144319192,0.382868068024085,0.126039167512497,0.148785351460007,1.54456244874105,114,18,16.09,3.93,1.15,0.98,3.17,0.1,1.74,4.77,NA,NA,NA,NA,NA,NA
"228",0.00086954236,-0.046975315,-0.021368444,0.11311859,5.4138165,5.3918686,100994.625,301.56662,300.78052,0.9830747,-4.2853556,-0.03431642,-2.1181393,-2.1878958,-0.022383105,4.0637207,"10-1997",20775168,-0.0033346862,-4506.336,7.4419394,0.0001866047,5176.749,-3.85944e-05,-0.05214256,0.059928667,-0.022333205,1.0058521e-05,-1928.5781,-496185,0.000869415,NA,NA,3.32057886174379,NA,NA,NA,NA,NA,8.03836776621422,36.7467848626373,24.8033155946348,24.7166698210152,0.635891353264267,0.307697303177257,0.392244235797734,NA,124,11,18.2,5.84,0.97,1,3.74,0,0,6.44,NA,NA,NA,0.231116956099868,NA,0.231116956099868
"229",0.0009222799,-0.057206213,-0.028450966,0.1015666,4.8085155,6.4128284,101084.5,299.76318,299.4115,0.97772723,-5.422991,-0.043747425,-2.8138676,-2.856452,-0.02846805,4.647217,"11-1997",18946864,-0.002332151,-5598.668,8.706026,0.00010361722,6384.215,-2.699405e-05,-0.06474501,0.07388921,-0.031049192,3.4183613e-06,-2678.7578,-217362,0.00029541296,NA,NA,7.7941073340807,0.0635916578166424,0.0824888167056414,5.09757397855501,0.49404803157359,4.17283246496622,7.97332506495776,36.6683124766336,22.8466577442008,25.2211301379205,0.546035136044285,0.210073691955198,0.234718647671187,5.01508516184936,69,18,17.29,4.14,1,0.49,6.71,0,0,4.86,NA,NA,NA,0.638015802204609,NA,0.638015802204609
"230",0.0009324411,-0.064945936,-0.029480815,0.04748497,4.918145,6.706478,101189.94,298.24844,298.5144,0.9774106,-5.72231,-0.046771765,-2.8371916,-2.8315477,-0.02870768,4.7509766,"12-1997",18532112,-0.0019621896,-6539.6055,9.015861,2.9067358e-05,7340.9824,-2.2707929e-05,-0.0757395,0.08498259,-0.032542527,3.4462846e-07,-2810.1133,345023,2.9742718e-05,5.96153969051864,0.389134278879968,6.74796436524645,NA,NA,NA,NA,NA,7.95121517441573,36.7809402536061,21.3834759100884,25.7320161772994,1.10208290855302,0.443702308141143,0.482352819045117,NA,46,14,30.47,4.85,1.07,1.01,7.07,0,0,15.71,NA,NA,NA,0.918222185224294,NA,0.918222185224294
"231",0.00095003773,-0.07130778,-0.034723938,0.06420036,4.9005356,7.0151987,101128.56,297.3837,297.8181,0.97411007,-5.9208927,-0.050877094,-3.1672802,-3.1272478,-0.033493675,4.9311523,"01-1998",18752416,-0.0013690782,-7087.6484,9.369957,1.2052838e-05,8031.4775,-1.5844169e-05,-0.08210307,0.09298892,-0.038188696,2.0035452e-07,-3298.414,488432,1.4933648e-05,NA,0.387917844860659,NA,NA,NA,NA,NA,NA,7.99353378373862,36.8883603417167,22.3297324583355,NA,1.09325027966098,0.413769860934082,0.402974532203098,NA,91,21,30.63,2.01,2.48,1.61,5.66,0,1.24,16.79,NA,NA,NA,1.24537250846624,NA,1.24537250846624
"232",0.00093749515,-0.07196647,-0.03454697,0.062520854,5.389577,6.7305984,101158.25,297.73834,298.18274,0.97356266,-5.4563007,-0.049146295,-3.0087433,-2.9607725,-0.033534236,4.7752914,"02-1998",20465568,-0.0016312883,-6812.496,8.721627,3.7296835e-05,7804.7344,-1.8879582e-05,-0.078862906,0.09033712,-0.036025047,7.93778e-07,-3111.629,478675,6.92918e-05,NA,NA,NA,0.846282454886916,0.261110853121258,3.57980004951384,0.241237977332078,0.958165808675211,8.00063713625563,36.8986335103011,22.6325456954269,25.4725549623936,0.412157881296887,0.312263118568746,0.388425389808273,3.31868919639258,91,23,23.2,2.25,1.36,0.5,2.71,0,0.28,15.1,NA,NA,NA,0.596020838618278,NA,0.596020838618278
"233",0.0010148252,-0.09524751,-0.046999812,0.13279623,4.9209805,7.9303236,101093.94,296.97592,297.81567,0.96110976,-6.710804,-0.06297529,-3.560464,-3.4714375,-0.040574685,5.6103907,"03-1998",22206640,-0.0015441158,-9409.609,10.579611,0.0010036554,10698.168,-1.7871076e-05,-0.108896494,0.12381598,-0.051968038,1.4851034e-05,-4488.3047,984639,0.0012830393,NA,NA,NA,0.425139275200905,0.20284173046855,7.37191774020864,0.569770570694497,3.61303826946327,7.92904996513662,36.7434592290075,20.460999756049,25.9576018275738,2.64947114074587,1.20103669531872,0.702753069987291,7.16907600974009,41,38,76.93,2.83,2.01,0.29,2.16,0,0,66.63,NA,NA,NA,1.96493488252163,NA,1.96493488252163
"234",0.00092055276,-0.06200379,-0.03297931,0.1538074,4.6254063,6.5576506,101039.375,298.68964,299.0271,0.9773736,-5.401599,-0.044969857,-3.0573645,-3.0371075,-0.03200176,4.6159134,"04-1998",22550288,-0.001533743,-5936.2305,8.600103,0.00024569355,6830.0957,-1.775293e-05,-0.06870341,0.07910443,-0.034033835,4.5747083e-06,-2943.004,324483,0.00039404488,NA,NA,NA,0.0549723076055649,0.316906550909625,4.11120618831507,0.283577849429379,1.39689323531993,7.98903123727248,36.9141986570227,22.395744459426,25.5082986407744,0.26966497958564,0.203342227432217,0.156594503909247,3.79429963740545,88,13,26.95,2.64,1.27,1.11,6.17,0,1.36,14.05,NA,NA,NA,0.677006771415472,NA,0.677006771415472
"235",0.0008197045,-0.036692083,-0.014943533,0.23367345,4.5245543,4.874874,101164.25,299.7973,299.76196,0.99077666,-3.83951,-0.029198587,-1.6069422,-1.6186714,-0.01693853,3.5165129,"05-1998",21978256,-0.0015412965,-3492.957,6.5974455,0.0012547075,4071.2285,-1.7837301e-05,-0.0403589,0.04708728,-0.015924394,2.1311487e-05,-1372.8386,33229,0.001842527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.416022650524974,NA,0.416022650524974
"236",0.0008370385,-0.0373466,-0.015872099,0.17914349,4.290819,5.0931387,101321.125,299.8917,299.63635,0.98939794,-3.9745226,-0.029447615,-1.7408199,-1.7667675,-0.017318811,3.708828,"06-1998",21466480,-0.0017818883,-3459.5898,6.8419123,0.00035686104,4052.8315,-2.0624648e-05,-0.039996624,0.046885706,-0.0159676,1.28264455e-05,-1382.5337,-109899,0.0011080434,NA,NA,NA,0.105712130267024,0.256079340301349,2.43599664671526,0.203426269912495,0.643725552619197,8.03275981379675,36.9032648765492,23.589705412906,25.1986427796027,1.10835883930338,0.584971721474214,0.597445225191453,2.17991730641391,116,18,48.64,3.62,0.04,4.38,21.14,1.47,4.44,13.03,NA,NA,NA,0.488375735655427,NA,0.488375735655427
"237",0.0008424232,-0.03706503,-0.016257133,0.15427071,4.3787155,5.098542,101304.94,299.77182,299.45764,0.9901809,-4.2630825,-0.029953837,-1.9831953,-2.0157356,-0.018805437,3.7670898,"07-1998",21552048,-0.0018389709,-3525.9531,6.943021,0.00028200034,4010.5784,-2.1284111e-05,-0.04080099,0.046422623,-0.017030433,9.108396e-06,-1473.5952,-137590,0.0007879371,NA,NA,NA,0.00268056351006746,0.0986385567232906,6.15125987768785,0.408898938441124,2.40197300435464,7.95274928939733,36.836501270893,21.7446399966659,25.6758019274956,0.344365550866814,0.217215057130068,0.286429589086338,6.05262132096456,73,14,30,3.3,0,0.21,15.59,0,2.5,5.23,NA,NA,NA,0.508077160269022,NA,0.508077160269022
"238",0.0008061831,-0.028503537,-0.010636091,0.13535184,4.2752304,4.47361,101153.875,301.37744,300.60425,0.9934696,-3.4520445,-0.023866475,-1.3312349,-1.3770885,-0.013345763,3.3737793,"08-1998",21902288,-0.002675932,-2758.2812,6.3015013,0.00024470623,3244.6968,-3.0970405e-05,-0.031906545,0.037494782,-0.011220615,1.1647394e-05,-970.6946,-396250,0.0010074973,NA,NA,NA,0.0523710419584355,0.155359545189122,3.01226907154058,0.21165088277842,0.770730239020033,8.02217494254352,36.8089965472472,23.9785993533191,24.9940428384856,0.464475618997525,0.230326796496386,0.349293000221389,2.85690952635146,110,17,33.98,2.13,0.04,0.6,14.78,1.56,4.15,10.71,NA,NA,NA,0.283412827551365,NA,0.283412827551365
"239",0.00080374046,-0.030095994,-0.0061601587,0.10658641,4.846813,4.5681696,101113.06,301.87418,300.80188,0.99325514,-3.4305534,-0.024589956,-0.72850657,-0.7561625,-0.00889596,3.3413086,"09-1998",21944784,-0.0033610687,-2793.9492,6.4615726,0.00023193815,3433.8306,-3.8900907e-05,-0.032351196,0.039715707,-0.0062434785,1.7644612e-05,-537.1677,-562529,0.001525424,NA,NA,NA,0.157061684506026,0.144607184617667,2.54682296811593,0.266909496790858,0.815140643352983,8.0335262605067,36.7752496316,24.1303798807413,24.9320530852102,0.460049889594272,0.144439940449244,0.226133526491952,2.40221578349826,118,13,16.46,0.5,0.02,1.42,4.24,0.67,2.98,6.6,NA,NA,NA,0.208458625897765,NA,0.208458625897765
