"","tot_abundance","spec_richness","date","diversity","time_month"
"49",0.239,1,2000-03-09 09:32:00,0,"03-2000"
"50",0.942,1,2000-04-11 09:54:00,0,"04-2000"
"51",1408.848,2,2000-05-11 10:05:00,0.000936363982115541,"05-2000"
"52",0,0,2000-06-06 10:21:00,0,"06-2000"
"53",0,0,2000-07-07 10:03:00,0,"07-2000"
"54",1.022,2,2000-10-10 09:55:00,0.23412275057666,"10-2000"
"55",5.108,1,2000-11-03 09:23:00,0,"11-2000"
"56",0,0,2000-12-05 10:30:00,0,"12-2000"
"57",5.748,1,2001-01-11 10:16:00,0,"01-2001"
"58",3.832,2,2001-02-16 10:35:00,0.693147180559945,"02-2001"
"59",33.333,1,2001-03-14 10:28:00,0,"03-2001"
"60",2.555,2,2001-04-04 09:45:00,0.562442615400126,"04-2001"
"61",0,0,2001-05-05 09:49:00,0,"05-2001"
"62",0,0,2001-06-12 10:41:00,0,"06-2001"
"63",0,0,2001-07-10 10:20:00,0,"07-2001"
"64",0,0,2001-08-07 09:45:00,0,"08-2001"
"65",3.836,2,2001-09-12 09:54:00,0.693146636893075,"09-2001"
"66",0.128,1,2001-10-09 09:58:00,0,"10-2001"
"67",3.166,3,2001-11-06 09:52:00,0.653640120139322,"11-2001"
"68",0,0,2001-12-11 08:57:00,0,"12-2001"
"69",0.192,1,2002-01-10 11:00:00,0,"01-2002"
"70",0.639,1,2002-02-14 10:30:00,0,"02-2002"
"71",30.648,2,2002-03-12 11:15:00,0.562335144618808,"03-2002"
"72",18.808,1,2002-04-02 10:17:00,0,"04-2002"
"73",0.192,1,2002-05-07 10:42:00,0,"05-2002"
"74",0.384,2,2002-06-12 10:16:00,0.693147180559945,"06-2002"
"75",68.958,3,2002-07-09 10:00:00,0.995026990179521,"07-2002"
"76",1.724,1,2002-08-06 09:02:00,0,"08-2002"
"77",7.662,1,2002-10-03 08:36:00,0,"10-2002"
"78",2.554,1,2002-11-07 08:36:00,0,"11-2002"
"79",0,0,2002-12-05 07:29:00,0,"12-2002"
"80",68.958,3,2003-01-14 08:48:00,0.995026990179521,"01-2003"
"81",3.13,2,2003-02-11 08:49:00,0.692938120272261,"02-2003"
"82",1.726,3,2003-03-11 08:32:00,0.85472339973807,"03-2003"
"83",0,0,2003-04-08 08:27:00,0,"04-2003"
"84",0.096,1,2003-05-13 08:53:00,0,"05-2003"
"85",5.757,2,2003-06-10 08:51:00,0.579528221232807,"06-2003"
"86",0.192,1,2003-07-08 08:16:00,0,"07-2003"
"87",0,0,2003-08-04 08:28:00,0,"08-2003"
"88",1.0229,2,2003-09-09 08:52:00,0.66176888948972,"09-2003"
"89",0,0,2003-11-11 08:37:00,0,"11-2003"
"90",0,0,2004-02-08 08:29:00,0,"02-2004"
"91",0.128,1,2004-03-08 08:12:00,0,"03-2004"
"92",0,0,2004-06-08 08:21:00,0,"06-2004"
"93",0.5,1,2004-07-07 08:26:00,0,"07-2004"
"94",0.8,1,2004-08-10 08:37:00,0,"08-2004"
"95",0,0,2004-09-07 08:27:00,0,"09-2004"
"96",0.02,1,2004-10-05 08:30:00,0,"10-2004"
"97",0,0,2004-11-09 08:31:00,0,"11-2004"
"98",8.51,2,2004-12-07 08:39:00,0.433460795282988,"12-2004"
"99",0.5,1,2005-01-11 09:14:00,0,"01-2005"
"100",0.02,1,2005-02-10 09:40:00,0,"02-2005"
"101",0.02,1,2005-03-08 09:15:00,0,"03-2005"
"102",0.04,1,2005-04-05 08:53:00,0,"04-2005"
"103",0,0,2005-05-10 08:45:00,0,"05-2005"
"104",0,0,2005-06-14 09:06:00,0,"06-2005"
"105",0.02,1,2005-07-12 09:04:00,0,"07-2005"
"106",0,0,2005-08-10 08:48:00,0,"08-2005"
"107",0.02,1,2005-10-05 09:00:00,0,"10-2005"
"108",0,0,2005-12-15 09:13:00,0,"12-2005"
"109",0,0,2006-01-12 09:05:00,0,"01-2006"
"110",0,0,2006-02-07 09:30:00,0,"02-2006"
"111",0.01,1,2006-03-16 12:20:00,0,"03-2006"
"112",0.41,1,2006-04-04 09:39:00,0,"04-2006"
"113",0.01,1,2006-05-10 09:44:00,0,"05-2006"
"114",0,0,2006-06-06 09:42:00,0,"06-2006"
"115",0.01,1,2006-07-04 08:58:00,0,"07-2006"
"116",0,0,2006-08-03 09:23:00,0,"08-2006"
"117",0,0,2006-09-12 08:47:00,0,"09-2006"
"118",0.08,2,2006-10-10 09:13:00,0.376770161256437,"10-2006"
"119",0,0,2006-11-02 09:30:00,0,"11-2006"
"120",0.02,1,2006-12-05 09:16:00,0,"12-2006"
"121",0,0,2007-02-06 09:24:00,0,"02-2007"
"122",0,0,2007-03-06 09:12:00,0,"03-2007"
"123",0.01,1,2007-04-10 09:15:00,0,"04-2007"
"124",0,0,2007-05-08 09:06:00,0,"05-2007"
"125",0.01,1,2007-06-05 08:30:00,0,"06-2007"
"126",0,0,2007-07-03 08:30:00,0,"07-2007"
"127",0.03,1,2007-08-07 08:48:00,0,"08-2007"
"128",0.05,2,2007-09-04 09:09:00,0.673011667009257,"09-2007"
"129",0.04,2,2007-10-09 08:36:00,0.562335144618808,"10-2007"
"130",0.04,1,2007-12-11 08:53:00,0,"12-2007"
"131",0,0,2008-01-10 09:00:00,0,"01-2008"
"132",0.01,1,2008-02-12 09:30:00,0,"02-2008"
"133",0,0,2008-03-11 09:30:00,0,"03-2008"
"134",0,0,2008-04-08 09:08:00,0,"04-2008"
"135",0,0,2008-05-06 09:12:00,0,"05-2008"
"136",0,0,2008-06-04 09:05:00,0,"06-2008"
"137",0.01,1,2008-07-08 09:30:00,0,"07-2008"
"138",0.01,1,2008-08-05 08:57:00,0,"08-2008"
"139",0.02,2,2008-09-10 08:47:00,0.693147180559945,"09-2008"
"140",0.01,1,2008-10-10 09:22:00,0,"10-2008"
"141",0.01,1,2008-11-18 09:07:00,0,"11-2008"
"142",0.03,3,2008-12-10 09:08:00,1.09861228866811,"12-2008"
"143",0,0,2009-01-13 10:10:00,0,"01-2009"
"144",0.01,1,2009-02-10 09:26:00,0,"02-2009"
"145",0,0,2009-03-03 09:19:00,0,"03-2009"
"146",0.03,2,2009-04-07 09:24:00,0.636514168294813,"04-2009"
"147",0,0,2009-05-08 09:00:00,0,"05-2009"
"148",0,0,2009-06-02 09:03:00,0,"06-2009"
"149",0.01,1,2009-07-14 09:18:00,0,"07-2009"
"150",0,0,2009-08-11 09:12:00,0,"08-2009"
"151",0,0,2009-09-15 09:55:00,0,"09-2009"
"152",0.05,2,2009-10-06 09:05:00,0.673011667009257,"10-2009"
"153",0,0,2009-11-10 09:05:00,0,"11-2009"
"154",0.03,1,2009-12-08 09:05:00,0,"12-2009"
"155",0.05,3,2010-01-12 09:16:00,0.950270539233235,"01-2010"
"156",0,0,2010-02-11 09:30:00,0,"02-2010"
"157",0,0,2010-03-09 09:13:00,0,"03-2010"
"158",0,0,2010-04-07 09:10:00,0,"04-2010"
"159",0.04,1,2010-05-11 08:51:00,0,"05-2010"
"160",0.01,1,2010-06-08 09:25:00,0,"06-2010"
"161",0.01,1,2010-08-04 09:26:00,0,"08-2010"
"162",0.05,3,2010-09-15 09:10:00,0.950270539233235,"09-2010"
"163",0.04,2,2010-10-04 09:06:00,0.562335144618808,"10-2010"
"164",0.02,1,2010-11-09 09:10:00,0,"11-2010"
"165",0.12,2,2010-12-08 09:23:00,0.286835983056161,"12-2010"
"166",0,0,2011-01-11 09:00:00,0,"01-2011"
"167",0,0,2011-02-08 09:00:00,0,"02-2011"
"168",0,0,2011-03-15 08:58:00,0,"03-2011"
"169",0,0,2011-04-12 09:04:00,0,"04-2011"
"170",0.04,2,2011-05-10 08:50:00,0.562335144618808,"05-2011"
"171",0.01,1,2011-06-09 09:06:00,0,"06-2011"
"172",0.02,2,2011-07-07 08:57:00,0.693147180559945,"07-2011"
"173",0,0,2011-08-09 09:06:00,0,"08-2011"
"174",0.02,1,2011-09-06 09:02:00,0,"09-2011"
"175",0.02,2,2011-10-04 08:52:00,0.693147180559945,"10-2011"
"176",0,0,2011-11-18 08:42:00,0,"11-2011"
"177",0.8,1,2012-01-10 08:58:00,0,"01-2012"
"178",0,0,2012-02-07 09:09:00,0,"02-2012"
"179",0,0,2012-03-16 09:00:00,0,"03-2012"
"180",0,0,2012-04-10 09:11:00,0,"04-2012"
"181",0.02,1,2012-05-15 09:00:00,0,"05-2012"
"182",0,0,2012-07-26 09:02:00,0,"07-2012"
"183",0,0,2012-08-14 09:01:00,0,"08-2012"
"184",0.06,1,2012-09-10 09:02:00,0,"09-2012"
"185",0.04,2,2012-10-10 08:53:00,0.562335144618808,"10-2012"
"186",0.02,1,2012-11-08 09:19:00,0,"11-2012"
"187",0.03,2,2012-12-04 08:50:00,0.636514168294813,"12-2012"
"188",0.02,2,2013-03-05 08:40:00,0.693147180559945,"03-2013"
"189",1.72,2,2013-04-09 08:44:00,0.542348942243927,"04-2013"
"190",0.01,1,2013-05-09 08:55:00,0,"05-2013"
"191",0.06,2,2013-06-11 09:26:00,0.636514168294813,"06-2013"
"192",0.01,1,2013-07-11 09:07:00,0,"07-2013"
"193",0,0,2013-08-13 08:53:00,0,"08-2013"
"194",0,0,2013-09-11 09:00:00,0,"09-2013"
"195",0.01,1,2013-10-08 08:55:00,0,"10-2013"
"196",0.01,1,2013-11-13 08:51:00,0,"11-2013"
"197",0.01,1,2013-12-04 08:39:00,0,"12-2013"
"198",0.04,1,2014-01-14 08:53:00,0,"01-2014"
"199",0.83,1,2014-02-04 08:54:00,0,"02-2014"
"200",0,0,2014-04-01 08:59:00,0,"04-2014"
"201",0.128,1,2014-05-06 08:54:00,0,"05-2014"
"202",0,0,2014-06-13 09:07:00,0,"06-2014"
"203",3.653,3,2014-09-03 08:57:00,0.806416222653891,"09-2014"
"204",4.029,3,2014-10-07 08:51:00,0.801368277163627,"10-2014"
"205",0,0,2014-11-12 08:50:00,0,"11-2014"
"206",1.533,1,2014-12-04 08:50:00,0,"12-2014"
"207",0.128,1,2015-02-15 08:49:00,0,"02-2015"
"208",2.204,2,2015-03-10 09:10:00,0.221641044628981,"03-2015"
"209",0.416,2,2015-04-24 09:00:00,0.617241769730342,"04-2015"
"210",0,0,2015-07-29 08:57:00,0,"07-2015"
"211",0,0,2015-08-18 09:01:00,0,"08-2015"
"212",3.832,1,2015-09-10 08:50:00,0,"09-2015"
"213",1.533,2,2015-11-16 08:47:00,0.693147180559945,"11-2015"
"214",0,0,2015-12-09 08:50:00,0,"12-2015"
"215",3.21,2,2016-01-12 08:52:00,0.134417148916693,"01-2016"
"216",0.448,3,2016-02-04 09:11:00,0.979971182083305,"02-2016"
"217",0,0,2016-05-11 08:22:00,0,"05-2016"
"218",0.01,1,2016-06-07 14:25:00,0,"06-2016"
"219",0.02,2,2016-09-20 09:02:00,0.693147180559945,"09-2016"
"220",4.29,3,2016-12-21 08:26:00,0.925129083572082,"12-2016"
"221",0,0,2017-01-12 08:17:00,0,"01-2017"
