"","O2_ml_L","time_month","O2_umol_kg","NO3_UDO","PO4_UDO","SiO4_UDO","NH4_USF","NO2_USF","NO3_NO2_USF","PO4_USF","SiO4_USF","pH","Alkalinity_mol_kg","Alkalinity_umol_kg","TCO2","fCO2","pH_corrected","TCO2_corrected","fCO2_corrected","Salinity_bottles","Salinity_CTD","Temperature","Sigma_t","TPP","PIP","POC_ug_kg","PON_ug_kg","POC_ug_L","PN_ug_L","C_N_particulate","DON","DOP","DOC","TOC","PrimaryProductivity","Chlorophyll","Phaeopigments","Total_Prokaryotes","Bact_Biomass_mgC_m3","Bact_Biomass_uMC","NO3_USF","NO3_merged","PO4_merged","SiO4_merged"
"11",3.78777952884596,"09-1996",165.098060663642,2.60648363016266,0.216283535206359,2.59959434122318,NA,NA,NA,NA,NA,8.03881597484718,0.00241481581159266,2414.81581159266,2093.80307438276,413.692698922288,8.04581882190033,2089.39518467334,405.571645352397,36.7473002365369,36.7531261887999,24.715794410331,24.7328378387777,NA,NA,25.2471822863993,3.88152558950679,7.67410126663428,24.6385969487032,3.78796380279148,NA,NA,84.4636606975472,NA,0.735276831048491,0.219487143032691,0.236865077498212,4.77786115249722,15.5885088143331,1.29904970139504,NA,2.60648363016266,0.216283535206359,2.59959434122318
"12",3.5370925679205,"10-1996",154.105300182992,5.65386976692417,0.576883030961302,2.39540349344818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7827954588444,36.7810825487691,23.4387849500268,25.1510119927649,NA,NA,102.084642938583,15.8050526166607,7.6508782246463,99.6240063478942,15.4240657282598,NA,NA,NA,NA,0.744122828822,0.308045400102195,0.377844117787068,4.51072055853363,14.7169649047115,1.22643473315699,NA,5.65386976692417,0.576883030961302,2.39540349344818
"13",3.50970232410855,"11-1996",152.896204783957,5.4151379477398,0.291087465246735,2.02975093109887,NA,NA,NA,NA,NA,7.99129080377057,0.00241792572691747,2417.92572691747,2125.41147285701,444.966087739139,7.99752938969118,2121.61808410896,437.254469440515,36.7933250072715,36.802530563761,23.1549950450325,25.2491159408852,NA,NA,68.3617016175629,11.7259125362578,6.71819516826378,66.7138151735346,11.4432618056257,NA,NA,NA,NA,1.44912254416577,0.5564078157219,0.55776217377339,NA,NA,NA,NA,5.4151379477398,0.291087465246735,2.02975093109887
"14",3.90797599295372,"12-1996",170.29941486121,NA,0.21044288413619,2.40039941970654,NA,NA,NA,NA,NA,8.02921241770902,0.00241570566901183,2415.70566901183,2096.72173872194,408.694604220861,8.03616837997505,2092.37914269632,400.748734834551,36.7896289536417,36.7982135596729,24.2287889063769,24.9222145253591,NA,NA,59.3843015091935,9.13554794357854,7.95369308624956,57.9528493059751,8.91534553642324,NA,NA,88.2397157986629,NA,0.533138660915136,0.182122044043325,0.268116881935978,0.869641163947108,2.83735516891998,0.236423852734676,NA,NA,0.21044288413619,2.40039941970654
"15",3.37359714360532,"01-1997",146.91822970368,7.61598853485071,0.404128080476254,3.94336770977655,NA,NA,NA,NA,NA,7.97836999899451,0.00238686018395646,2386.86018395646,2103.93302038096,436.356118112964,7.98490105771357,2100.13772318968,428.509790414655,36.8155356048206,36.8140898240957,22.0723466408914,25.5699668838232,NA,NA,120.696174207216,18.2834122144768,7.76022691245347,117.786919426315,17.8426795299637,NA,NA,3150.63022914706,NA,3.66714088931905,1.24000038628481,0.875099333139756,3.13878010986821,10.2406226151524,0.853384996897666,NA,7.61598853485071,0.404128080476254,3.94336770977655
"16",3.60046240443652,"02-1997",156.771840958606,11.1428155504626,0.335576917635741,3.17768497297909,NA,NA,NA,NA,NA,7.95602957021192,0.00242240055513114,2422.40055513114,2149.42236935178,459.38469569646,7.96245008177008,2145.70563732564,451.283814531873,36.8206034235917,NA,21.410351696234,25.7684675607617,NA,NA,127.093513425572,19.3478895396542,8.0100641677277,124.030018442124,18.8815095322978,NA,NA,308.835984494808,NA,1.34508282487621,0.39328219724415,0.264881023116317,6.88415154965212,14.7169258064516,1.22639962049336,NA,11.1428155504626,0.335576917635741,3.17768497297909
"17",3.10952257158244,"03-1997",135.35634061771,12.430647180215,0.685936282932398,4.7797646713727,NA,NA,NA,NA,NA,7.89944509594604,0.00240930494095627,2409.30494095627,2168.83551261497,507.624058590118,7.90570773579725,2165.48225220063,499.058963128704,36.6736571732822,36.6710473243497,20.0060737942503,26.0337451918418,NA,NA,223.010062732831,25.2133298310247,13.0800411775533,217.634422225621,24.6055210077058,NA,NA,140.761293718372,NA,1.12609623771399,0.746902780370051,0.808756923563541,4.05252275354207,13.2218799055741,1.10183446881831,NA,12.430647180215,0.685936282932398,4.7797646713727
"18",3.34157220166058,"04-1997",145.474208825901,10.1411795569023,0.492205556186259,3.13758561198603,NA,NA,NA,NA,NA,7.93645294029682,0.00239821995484734,2398.21995484734,2139.97591255744,470.371477446604,7.94303936344931,2136.24201933103,461.779595556112,36.7540962500502,36.7606658814024,20.6361751894746,25.9281410961343,NA,NA,93.4610702442581,16.3300912163761,5.94180030874133,91.2082113905568,15.9364580791662,NA,NA,113.745529377873,NA,2.21978159767322,0.820093523820012,0.405850713750405,1.37575703893513,4.48864733629353,0.374038562409835,NA,10.1411795569023,0.492205556186259,3.13758561198603
"19",3.34628376018555,"05-1997",145.702433524249,10.2076220996541,0.427494364295438,4.30589235187078,NA,NA,NA,NA,NA,7.94535885848701,0.00239327798586104,2393.27798586104,2128.93301128947,468.083922037753,7.95040175424529,2126.09930187018,461.646485586774,36.8117357466969,36.8152284619224,21.4569349203437,25.7466132907564,NA,NA,91.7253647425344,15.4492298418504,6.99879180255939,89.5143307401807,15.0768360571282,NA,NA,71.3073778255258,NA,1.984067261473,0.426878738638303,0.520810690742514,NA,NA,NA,NA,10.2076220996541,0.427494364295438,4.30589235187078
"20",3.9838760592082,"06-1997",173.499689368051,3.39280152072305,0.225104453600977,3.54863181869434,NA,NA,NA,NA,NA,8.01046398351513,NA,NA,NA,NA,8.01595075926985,NA,NA,36.9831012908641,37.0277520936634,22.8023360569647,25.5247428678104,NA,NA,55.2290011707888,7.69608292026908,8.7278385398732,53.8977153091405,7.51056271728656,NA,NA,NA,NA,0.806494585124912,0.237811296086833,0.315413224299453,0.688309937396425,2.24549227904108,0.187138885150225,NA,3.39280152072305,0.225104453600977,3.54863181869434
"21",3.41837855791293,"07-1997",148.844832372954,8.92554653551266,0.395966936833951,3.20824092190877,NA,NA,NA,NA,NA,7.97197694780866,0.00240504827954284,2405.04827954284,2125.36911669636,448.909947599243,7.97743892168673,2122.21301507997,442.210171038055,36.9440920586728,36.9398104799845,21.902957460418,25.7171798249753,NA,NA,60.0320698963842,7.03410458637276,9.37546355796486,58.5850984286828,6.86454796336388,NA,NA,NA,NA,0.622079215188424,0.163822406548473,0.221011218192983,2.07914147851788,6.78346592018185,0.565264837716417,NA,8.92554653551266,0.395966936833951,3.20824092190877
"22",3.37651628491968,"08-1997",147.019156900436,NA,NA,4.65088730659032,NA,NA,NA,NA,NA,7.93484952745643,0.00240833815782729,2408.33815782729,2146.24376673107,476.964180384536,7.9399640741276,2143.35510354746,470.270523737224,36.7902245808826,36.7895155176185,21.2192672103294,25.7916380320242,NA,NA,81.362488965637,14.2428428281962,6.63777480786197,79.4011906474613,13.8995290903836,NA,NA,84.9257448843746,NA,0.785603246099383,0.260702179465325,0.202398912742749,0.846432409275452,2.7616164632627,0.230148609910535,NA,NA,NA,4.65088730659032
"23",3.97973143632784,"09-1997",173.448102563126,4.35385154361692,NA,3.29932511861256,0.0629823299971702,0.617813002298368,2.12571446832382,0.256017312218972,2.01220985983343,8.020260400635,0.00240294286173097,2402.94286173097,2098.44337128208,426.942795521923,8.02607187037236,2094.93905008619,420.06440830551,36.6547699484994,36.6746143215073,24.1387698172301,24.8527901840894,NA,NA,47.4086476700245,7.71017599376408,7.36466774445053,46.2658779114761,7.52431242679573,NA,NA,87.5908509461582,NA,0.377759648347926,0.123888148848185,0.142417470434293,0.961366450690813,3.13661631359941,0.261400223249808,1.50790146602545,2.93087650482119,0.256017312218972,2.65576748922299
"24",3.45865730622649,"10-1997",150.755466649018,NA,NA,3.31468119764574,NA,NA,NA,NA,NA,8.03232318917325,0.00239784933605685,2397.84933605685,2082.62025180979,420.009694128725,8.03818741178739,2078.99243755848,413.125978827927,36.7429562553153,NA,24.7898652750466,24.7157824131828,NA,NA,NA,NA,NA,NA,NA,NA,NA,370.873091587565,NA,0.643320747424886,0.324871725579952,0.418916486804084,1.43899193003729,4.69499459717067,0.39124151648603,NA,NA,NA,3.31468119764574
"25",3.34515164338958,"11-1997",145.749646416789,NA,NA,7.77042470176678,0.0651203027632773,0.0880411255545011,5.00061770587751,0.492797124421354,4.16786907370787,7.96857164145382,0.00241378337167684,2413.78337167684,2133.84568716321,470.643933665075,7.97408110525677,2130.62621669125,463.544320475563,36.6661018740201,36.6699136348978,22.8855030306363,25.2098217077132,NA,NA,58.8930190659669,6.99386642308917,19.8870003671994,57.473466357044,6.8252837267421,NA,NA,68.6629489676091,NA,0.549573945560029,0.223724857528564,0.248426234772675,NA,NA,NA,4.91257658032301,4.91257658032301,0.492797124421354,5.96914688773732
"26",3.3453949512358,"12-1997",145.671493457804,5.9467298438083,0.387387309612953,6.91304780744833,NA,NA,NA,NA,NA,7.94599693164519,0.00240883627885751,2408.83627885751,2142.87197582948,469.254780992658,7.95138916406783,2139.82529096692,462.340673990417,36.7812384910841,36.7746487461253,21.400862756634,25.726348640269,NA,NA,84.4854689031783,10.2795315343704,9.67650217548008,82.4489377120488,10.0317431459813,NA,NA,623.119174551542,NA,1.11263268555605,0.454567462515174,0.500214233423823,NA,NA,NA,NA,5.9467298438083,0.387387309612953,6.91304780744833
"27",3.65473165,"01-1998",159.11572,NA,0.38355,NA,NA,NA,NA,NA,NA,7.987732,0.002413211,2413.211,2122.204,434.081,7.9934154,2118.8288,427.242325,36.88783,NA,22.32685,NA,NA,NA,79.6189725,11.2464966,9.57202015,77.6997555,10.9753985,NA,NA,1163.24086,NA,1.112554425,0.432357509,0.42485,5.74236914893617,18.1881856382979,1.51568829787234,NA,NA,0.38355,NA
"28",3.80774458495702,"02-1998",165.844707533496,NA,NA,NA,0.850317244325277,0.258041057616698,3.53807977242438,0.239210749780628,0.95566402016998,7.99508918996024,0.00241263714310865,2412.63714310865,2117.59889079356,430.089313173267,8.00094063663999,2114.13260279728,423.057387198408,36.898080423965,36.901623377563,22.664095720265,25.4629859017068,NA,NA,116.848337436362,13.7617787090318,9.85422437687604,114.031783517338,13.4300699693253,NA,NA,320.049836446387,NA,0.420517917710209,0.318514731024017,0.400767894056071,8.08165079005902,26.3675841517492,2.19728817995628,3.28003871480768,3.28003871480768,0.239210749780628,0.95566402016998
"29",3.18896518164841,"03-1998",138.826535872578,NA,NA,NA,0.420938811722335,0.2093608594978,7.2398724662029,0.556284965016728,3.40553505500178,7.924596086983,0.00239692123945103,2396.92123945103,2142.10578143,476.847255778523,7.92999945728587,2139.08688222276,469.798870450455,36.7442274920185,36.732551251803,20.4570803493233,25.9555285737229,NA,NA,128.880412184471,17.1259225838259,8.78333384503745,125.773728773776,16.7131139753966,NA,NA,227.023392794239,NA,2.63350862068793,1.21009156432066,0.709942301245622,NA,NA,NA,7.0305116067051,7.0305116067051,0.556284965016728,3.40553505500178
"30",3.66137678489237,"04-1998",159.498149737301,NA,NA,NA,0.0576473258249609,0.321514499434753,4.11145903471276,0.283030661792084,1.40315556295872,7.98263706344026,0.00241690874988987,2416.90874988987,2128.79926340965,441.200374352188,7.98874321101647,2125.17285275563,433.853749884601,36.9149258426566,36.8721241847298,22.3876497713355,25.5136170879866,NA,NA,81.2982057790347,10.1967654051914,10.8269201237271,79.3385182680384,9.95096234705692,NA,NA,288.60674897134,NA,0.267148831749616,0.213315300129899,0.153179851637451,NA,NA,NA,3.789944535278,3.789944535278,0.283030661792084,1.40315556295872
"31",3.92198738626839,"06-1998",170.861161155988,NA,NA,NA,0.114222764125143,0.259007704168834,2.40596568170743,0.20236474935632,0.659104748083513,8.02717436103129,0.00233520378858353,2335.20378858353,2027.95413939839,393.817549691131,8.03419961490632,2023.73483172016,386.207862774309,36.9002303716647,36.8956906597693,23.5775174054093,25.1989138727927,NA,NA,81.4762313971951,7.75906373627843,8.46290478300778,79.5121419323219,7.57202594749559,NA,NA,155.908573550916,NA,1.14464944561324,0.609594124787117,0.690398302766664,NA,NA,NA,2.1469579775386,2.1469579775386,0.20236474935632,0.659104748083513
"32",3.20240758017994,"07-1998",139.451897779313,NA,NA,NA,0.00280564790390362,0.100970472681714,6.1210189372163,0.407105064548247,2.39761997107655,7.94686606925288,0.00241614538668838,2416.14538668838,2148.731669936,476.912960757605,7.9530697711833,2145.20145539978,468.869371795163,36.8360506100491,36.831248576901,21.750915949772,25.6735550988312,NA,NA,85.1877229742576,11.232246714853,9.74930101436179,83.1341218211867,10.9615041577696,NA,NA,68.1381142367482,NA,0.364593374196601,0.221551724109685,0.284236833403797,NA,NA,NA,6.02004846453459,6.02004846453459,0.407105064548247,2.39761997107655
"33",3.8700585705474,"08-1998",168.64534283964,NA,NA,NA,0.0567062780528345,0.164335691190463,3.01752081540709,0.211415023247822,0.781626131754916,8.01647383404137,0.00238785182320066,2387.85182320066,2082.32661512439,424.592352649759,8.02296157846328,2078.37898806362,417.003153966451,36.8089502205738,36.8040820502452,23.9866461452064,24.9903920850907,NA,NA,110.088537013945,13.0677336412512,12.0638208199918,107.435071492704,12.752749195955,NA,NA,66.4163013230234,NA,0.480272153158723,0.246717164776817,0.390702677321357,0.780382481794129,2.54613033406758,0.212189302011138,2.85318512421663,2.85318512421663,0.211415023247822,0.781626131754916
"34",3.89786779326551,"09-1998",169.862062371446,NA,NA,NA,0.161039797450638,0.149895593197509,2.54259234243943,0.268914659756659,10.0366609535981,8.02644037953462,0.00238662666258389,2386.62666258389,2075.94107379667,413.713207939024,8.03325838630703,2071.74647644001,405.821647466356,36.7704094531999,36.7664704703574,24.1280146755077,24.9276552268872,NA,NA,86.1762573556644,8.90275235436385,14.8811539236526,84.0991068148011,8.68815229967295,NA,NA,855.842611422238,NA,0.462359711949949,0.161261285214813,0.246184020967011,0.520303477591704,1.69753870650709,0.141484139492967,2.39269674924193,2.39269674924193,0.268914659756659,10.0366609535981
"35",3.84814444226323,"10-1998",167.681302252116,NA,NA,NA,0.0228690007737745,0.0707203851464804,3.08374256912264,0.20613360244284,1.42388818254719,8.01780302324796,0.00241100622629497,2411.00622629497,2103.08963331201,427.702752843426,8.02461335425454,2098.92183482951,419.58652779911,36.8227060073035,36.8236202070277,24.1032350825496,24.9867715278403,NA,NA,61.2680093787048,10.9292605419825,6.89685321719647,59.7912061815422,10.6658267186929,NA,NA,78.0220899312861,NA,0.928217755803376,0.288277515918091,0.304168467684901,0.774045127435352,2.52542525961132,0.210446992276447,3.01302218397616,3.01302218397616,0.20613360244284,1.42388818254719
"36",3.88358933126543,"11-1998",169.26432727726,NA,NA,NA,0.0618548767415372,0.0490799579061344,2.39693727623935,0.103909298983515,1.03972084676307,8.03486415073039,0.00241342343302024,2413.42343302024,2095.11538058837,418.319810632163,8.04188417092119,2090.7233661474,410.107724441915,36.7800563169481,36.7760311354072,24.7139406895064,24.7646155335007,NA,NA,50.1145146758038,11.176947359014,5.29288643437313,48.9065211288663,10.9075186042385,NA,NA,NA,NA,0.490837313171551,0.201235740961341,0.203515121213773,NA,NA,NA,2.34785731833322,2.34785731833322,0.103909298983515,1.03972084676307
"37",3.8324335204244,"12-1998",167.000631969739,NA,NA,NA,-1.34406984471089e-05,0.116900458212148,2.64409400192479,0.205584000707996,1.12463432372679,8.02441433267887,0.00241465169822418,2414.65169822418,2102.18631977624,421.642946627685,8.03534910762892,2095.4100424364,408.772201966118,36.8394743926959,36.8417256882805,24.1929016751456,24.9691174299942,NA,NA,48.8469431283695,5.99091385754602,12.2955694153818,47.6694978100431,5.84651442166512,NA,NA,797.070389316304,NA,0.593176220393462,0.240537547824348,0.349920870066007,2.64361802877351,8.62519025897146,0.718767123277446,2.52719354371264,2.52719354371264,0.205584000707996,1.12463432372679
"38",3.36683142341887,"01-1999",146.624736384656,NA,NA,NA,0.257045963299522,0.0875719560390604,5.38595857956428,0.406037596020049,2.21980082966143,7.94459995125044,0.00242155324736322,2421.55324736322,2155.00515380784,490.026155162299,7.95498212197149,2148.72198179808,476.100009963207,36.8350309078923,36.8359127027549,22.1101197942764,25.576553737195,NA,NA,91.4161175609153,10.0534964767951,8.16059519147615,89.2126184556847,9.8111579078332,NA,NA,227.799296004459,NA,1.40409534281319,0.455259658769086,0.40421186545505,3.37719349543512,11.0185982287332,0.918247764530915,5.29838662352522,5.29838662352522,0.406037596020049,2.21980082966143
"39",3.49494211475629,"02-1999",152.167117730735,NA,NA,NA,0.179846655946822,0.112636604716589,6.18229923475896,0.503828156088985,2.90141810478796,7.95465366175227,0.00240359621006906,2403.59621006906,2133.13798309692,452.220857932941,7.9649978715376,2127.23380992043,439.415799050646,36.7754966330147,36.7736320026755,21.1094735955206,25.8097294684649,NA,NA,122.341951261536,18.9634215568171,9.23606391501534,119.392822350119,18.5063070968579,NA,NA,200.756352037439,NA,3.1399127205642,1.42826876803094,0.938384802579478,3.51097042934574,11.4549647396559,0.95457382550778,6.06966263004237,6.06966263004237,0.503828156088985,2.90141810478796
"40",3.18264750694923,"03-1999",138.586527617134,NA,NA,NA,0.020391060025695,0.355183967494035,5.93969687930743,0.383805836598701,2.76270659136468,7.95413515893793,0.00240992072859431,2409.92072859431,2138.74434533916,462.883723217719,7.96508452519691,2132.45033580263,449.160269873379,36.8193139724774,36.8147625767826,21.5466352826421,25.7179163191042,NA,NA,132.463372106145,21.5202672983001,7.15050902298226,129.270462685534,21.001538731605,NA,NA,152.564530200377,NA,1.0497473187832,0.353595701809675,0.408583022358929,NA,NA,NA,5.58451291181339,5.58451291181339,0.383805836598701,2.76270659136468
"41",3.7029429227658,"04-1999",161.281537094306,NA,NA,NA,0.0244503273707174,0.0725747135355767,4.12580780811688,0.250112689196206,1.7246159770426,7.99088484454533,0.00240501969323998,2405.01969323998,2112.9412625326,431.797575712252,8.00142587150926,2106.62067578336,419.271028653768,36.8596670407244,36.8628791343404,22.4971223075526,25.4793996321211,NA,NA,80.8860028473271,15.3212501741028,7.69403839776866,78.9362543621583,14.9519433838875,NA,NA,102.474526287474,NA,0.365322417833962,0.390461556062919,0.291489150020955,0.915854570229646,2.98810251845188,0.249008086798492,4.0532330945813,4.0532330945813,0.250112689196206,1.7246159770426
"42",3.74142196231116,"05-1999",162.963241622194,NA,NA,NA,0,0.187543037828772,3.43445346717855,0.21258324780815,1.29707966041476,7.99880872875694,0.00241861883600448,2418.61883600448,2120.75196009775,431.919050911673,8.00943696437533,2114.33184822117,419.247662823721,36.9278991953726,36.9338883660465,22.9399314806644,25.4117138975025,NA,NA,128.170492419469,17.2105738039865,11.1005479821231,125.081009187174,16.7957074930191,NA,NA,126.374156971605,NA,1.04637149848366,0.456814883408375,0.426395909523467,NA,NA,NA,3.24691042934977,3.24691042934977,0.21258324780815,1.29707966041476
"43",3.43178454675109,"06-1999",149.465836553495,NA,NA,NA,0.0722365483305717,0.165559997356064,4.6170231711508,0.317252817476667,3.04811377120806,7.97856958946319,0.00242121640615762,2421.21640615762,2135.10993094793,449.831346082842,7.98956959723516,2128.57313166781,436.22046082888,36.9020752787185,36.896545960101,22.5168238316458,25.4978279071117,NA,NA,121.36332622445,19.0914685561385,9.98841036925972,118.437983555665,18.6312872412673,NA,NA,161.848824814797,NA,1.69423109775341,0.369616207811272,0.255220438850567,0.653904900944647,2.13339046046088,0.177792767131208,4.45146317379474,4.45146317379474,0.317252817476667,3.04811377120806
"44",3.63893355499874,"07-1999",158.496504749203,NA,NA,NA,0.19108702253531,0.209028023852854,4.06297498508816,0.279094611884252,2.74625521092853,7.98878592876759,0.00241973680881795,2419.73680881795,2127.8820108609,439.311655337725,7.99974538282277,2121.30342832754,426.079148355722,36.8667706741301,36.86360350563,22.6142659417711,25.4503313654652,NA,NA,103.117070569102,17.6009616065234,7.33139849728579,100.631429659105,17.1767093302155,NA,NA,116.179737838082,NA,0.956155495968348,0.335665688148535,0.393334476350917,3.41102896203655,11.128954171787,0.927384928369961,3.85394696123531,3.85394696123531,0.279094611884252,2.74625521092853
"45",3.62239499313044,"08-1999",157.80939568755,NA,NA,NA,0.333000671119809,0.266081288224488,3.67704886529806,0.282848123308083,2.96076182379214,7.9993102093896,0.00239658661594003,2396.58661594003,2100.56088349459,433.540092811972,8.00860669499692,2094.89702312059,422.542799899535,36.847983645437,36.8374629771185,23.2644985157545,25.2402776963795,NA,NA,115.99996238062,19.6447667927031,7.41233909959957,113.203665372825,19.1712475648607,NA,NA,113.554834106676,NA,0.849121337113151,0.579291682361521,0.394244144248697,1.95979312312878,11.306743773891,0.942237599751003,3.41096757707357,3.41096757707357,0.282848123308083,2.96076182379214
"46",4.06913774639633,"09-1999",177.372105615826,NA,NA,NA,0.244103752674684,0.193571011591933,1.71643286000129,0.143025989064208,2.29657410694733,8.04614234500749,0.00241563912921883,2415.63912921883,2090.30636867012,409.906010763757,8.05233003411387,2086.41461959616,402.950316649138,36.7752564659859,36.7539267007175,25.0338655153599,24.6442121208893,NA,NA,78.1417180824931,10.5359373398291,9.82253766692164,76.2580986305525,10.281966265137,NA,NA,119.474567393816,NA,0.502074785539599,0.260057230038366,0.251073907614864,NA,NA,NA,1.52286184840936,1.52286184840936,0.143025989064208,2.29657410694733
