"","X10m_u_component_of_wind","X10m_v_component_of_wind","X2m_temperature","sea_surface_temperature","evaporation","total_precipitation","Temperature","Chlorophyll","Phaeopigments","PrimaryProductivity","MLD2019","X21degC"
"138",-5.846299,-3.6811962,298.09253,297.8618,-0.0013028719,0.00016066991,NA,NA,NA,NA,NA,NA
"139",-6.4835415,-3.61263,298.06055,297.7523,-0.0015869106,5.1343668e-05,NA,NA,NA,NA,NA,NA
"140",-5.8648844,-3.1782274,298.21716,297.7905,-0.001300409,8.2682614e-05,NA,NA,NA,NA,NA,NA
"141",-5.387104,-2.6605244,298.615,298.47885,-0.0019271991,0.00032444447,NA,NA,NA,NA,NA,NA
"142",-6.7712812,-4.026806,297.95715,297.80658,-0.0020122586,1.1157538e-05,NA,NA,NA,NA,NA,NA
"143",-6.1122465,-3.5995378,298.8977,299.16473,-0.0028074034,0.00011657669,NA,NA,NA,NA,NA,NA
"144",-6.9070415,-3.9420671,298.28906,298.30856,-0.0026135547,4.950157e-05,21.1462829862187,2.24528144477596,1.36223925674102,0.92001209107022,7.04,48
"145",-6.0524235,-3.5549011,297.80884,297.49008,-0.0016148908,7.674639e-05,20.6361751894746,0.820093523820012,0.405850713750405,2.21978159767322,7.935,31
"146",-5.401599,-3.0573645,299.0271,298.68964,-0.001533743,0.00039404488,22.3876497713355,0.213315300129899,0.153179851637451,0.267148831749616,9.037,87
"147",-5.799325,-3.0626926,298.24243,298.15802,-0.0016978141,0.0008338557,22.4971223075526,0.390461556062919,0.291489150020955,0.365322417833962,19.197,78
"148",-6.4251585,-3.4929543,297.63428,297.30347,-0.0015414057,0.00028098858,21.8564231425351,0.338886723487615,0.250629560052418,1.14675726462169,24.121,53
"149",-6.7420616,-3.849718,297.53662,296.9947,-0.0015289134,4.9062015e-05,21.5027921335875,0.568491053724934,0.674453365204653,1.51073738427179,25.144,48
"150",-5.536953,-3.5600338,298.42737,298.38928,-0.0018064291,0.00018798203,21.5174007270516,0.370312069638544,0.492955705015008,1.32075444138048,12.069,49
"151",-6.018814,-3.2140284,298.547,298.24396,-0.0018340386,3.7407954e-05,23.0050286058262,0.289987578297309,0.399483791087145,0.735783354241076,24.79,98
"152",-6.058419,-3.643527,298.67737,298.4865,-0.0016375093,8.0885744e-05,22.4460241908432,0.277373882770847,0.328507069809377,0.912603615936922,6.96,87
"153",-5.1406746,-2.6099463,299.04077,298.8087,-0.0016268464,9.512856e-05,21.4172797933575,0.46372615427534,0.444236882197356,1.97005359741311,3.977,61
"154",-5.8651533,-3.4290447,298.5504,298.30035,-0.0019503639,7.941465e-06,21.047428161504,0.278346384753453,0.451798342015764,1.32231289001649,2.98,47
"155",-5.38008,-3.0919466,298.2395,297.7715,-0.0012712288,3.8975544e-05,21.3588422843623,0.30088662651239,0.372325349079959,1.37225301581798,16.9,38
"156",-6.4391575,-3.6638126,297.80518,297.49155,-0.0017408093,0.000103165556,21.1634229650295,0.261470585028205,0.306301579591506,0.893907487423781,4.97,38
"157",-6.613985,-3.7302132,298.2411,297.949,-0.0019709559,0.0001067689,21.8076435,0.266781135,0.314502095,NA,19.89,58
"158",-4.733507,-2.8845072,299.48474,299.3009,-0.0014043176,0.0006758361,23.1882714381768,0.209132967728393,0.286895013518409,NA,3.98,94
"159",-5.28249,-3.186039,298.34998,298.2297,-0.0015569702,0.001087294,21.1218275691964,0.174824293192327,0.240089381446185,NA,3.98,32
"160",-4.740013,-2.6052904,298.37805,298.3937,-0.0015561369,0.00068665505,20.8890186167915,0.27336061036017,0.543980461718918,NA,0.99,31
"161",-5.864352,-3.2403154,298.22266,297.7836,-0.0015590035,0.00066076196,22.0152483286253,0.317769904382681,0.532768440152114,0.83461874770738,NA,NA
"162",-6.56839,-3.5001173,297.72705,296.7635,-0.0010055222,8.163415e-05,21.0818109492134,0.662533126132705,0.700500904737932,0.631707300766049,NA,NA
"163",-6.6516237,-3.750228,298.0592,297.44058,-0.0016088437,4.9755272e-05,21.2951324433267,0.49767839633394,0.644577437678651,NA,NA,NA
"164",-5.1068764,-2.9089823,298.63562,298.1802,-0.0009909046,0.00087722705,NA,NA,NA,NA,NA,NA
"165",-6.2174215,-3.3018322,298.6881,298.32904,-0.0017656514,0.000100177844,NA,NA,NA,NA,NA,NA
"166",-6.423462,-3.8158636,297.98828,297.3471,-0.0013437301,1.8023684e-05,NA,NA,NA,NA,NA,NA
"167",-6.883436,-3.9249935,297.70178,296.80286,-0.0011249641,4.4477463e-05,NA,NA,NA,NA,NA,NA
"168",-6.2722034,-3.413661,298.3877,297.82648,-0.0015640918,6.798152e-06,NA,NA,NA,NA,NA,NA
"169",-5.37183,-2.5814304,299.5951,299.91452,-0.002673561,0.0005781953,NA,NA,NA,NA,NA,NA
"170",-4.480542,-2.2358036,299.26245,299.35852,-0.0016962553,0.000579017,NA,NA,NA,NA,NA,NA
"171",-3.8778734,-1.5678701,299.4901,299.78027,-0.0018273166,0.00064767106,NA,NA,NA,NA,NA,NA
"172",-3.9665394,-1.8627148,298.7881,298.77417,-0.0013806438,0.0008914729,NA,NA,NA,NA,NA,NA
"173",-4.702114,-2.1118488,299.31445,299.4093,-0.0014963723,0.0016238985,NA,NA,NA,NA,NA,NA
"174",-6.3315086,-3.7609673,298.08203,297.96448,-0.001851938,9.384866e-05,NA,NA,NA,NA,NA,NA
"175",-5.7223606,-2.898611,298.7456,298.79935,-0.0019598664,6.448745e-05,NA,NA,NA,NA,NA,NA
"176",-4.977132,-2.5255556,299.0437,299.2454,-0.0018837759,0.0012070918,NA,NA,NA,NA,NA,NA
"177",-3.5843744,-1.4150591,299.62695,299.98035,-0.0019006955,0.0016248187,NA,NA,NA,NA,NA,NA
"178",-6.1016235,-3.1639156,299.4347,299.35242,-0.0023900997,1.5260222e-05,NA,NA,NA,NA,NA,NA
"179",-6.2543507,-3.324646,297.7284,297.3338,-0.0013470333,0.0004201301,NA,NA,NA,NA,NA,NA
"180",-5.619342,-3.1739788,298.59668,298.4271,-0.0013461728,0.00039379625,NA,NA,NA,NA,NA,NA
"181",-6.270157,-3.4970942,298.52344,298.33878,-0.0016466456,3.3054e-05,NA,NA,NA,NA,NA,NA
"182",-4.371458,-2.266285,299.302,299.4263,-0.0016946876,0.00020349256,NA,NA,NA,NA,NA,NA
"183",-3.1555185,-1.4016829,299.47534,299.75522,-0.001478075,0.0012175122,NA,NA,NA,NA,NA,NA
"184",-6.2929344,-3.3562117,298.5879,298.23187,-0.0017513479,2.416646e-05,NA,NA,NA,NA,NA,NA
"185",-5.8192835,-3.1364403,299.37793,299.5415,-0.0025993292,0.0003002558,NA,NA,NA,NA,NA,NA
"186",-5.7684603,-3.2406569,298.563,298.45312,-0.0016811539,0.00025007606,20.9042577787577,0.874061689710523,0.428877794133174,5.45734713153189,8.046,30
"187",-5.6132774,-3.0017977,298.41992,298.05585,-0.0014338084,0.00018764457,21.4569349203437,0.426878738638303,0.520810690742514,1.984067261473,6.986,56
"188",-3.83951,-1.6069422,299.76196,299.7973,-0.0015412965,0.001842527,NA,NA,NA,NA,NA,NA
"189",-5.796386,-3.0398026,299.09778,299.144,-0.002448056,1.4647982e-05,22.9399314806644,0.456814883408375,0.426395909523467,1.04637149848366,4.055,103
"190",-5.5409946,-3.1439333,298.25732,297.87524,-0.0011445589,0.00026283687,20.7185038324226,0.448428273098925,0.406309830288747,0.682680755650066,11.13,28
"191",-5.637686,-3.005292,298.85388,298.56265,-0.0016458125,0.00019564027,22.2022282166525,0.304925839452127,0.436993607804813,0.932794149161071,22.13,81
"192",-6.1573973,-3.2402315,298.93835,298.66916,-0.0018394117,0.0002503898,23.7180405246623,0.214102441255634,0.428399875251373,0.50353674376201,7.04,111
"193",-5.9054136,-3.1702967,298.69568,298.34512,-0.0016048751,0.0002305989,22.0819842217218,0.518940679098636,0.470274263241281,NA,10.92,77
"194",-5.149534,-2.5206566,298.97974,299.00327,-0.0016317072,0.003098567,22.245903,NA,NA,1.029773693,20.88,108
"195",-4.1378727,-1.7463808,300.45862,301.21616,-0.0029584318,0.0007629129,24.3992192118771,0.17891763650736,0.240288003944789,0.644980807962938,13.92,119
"196",-4.0164156,-1.8526173,299.33862,299.43576,-0.0016571772,0.0006222995,23.6868806708392,0.191741270782564,0.243631772140261,0.539788712614478,3.98,92
"197",-4.724806,-2.409031,299.13452,299.0074,-0.0016911528,0.00037599303,22.2530777838646,0.188340323031653,0.32612001370203,1.16365378580576,5.97,69
"198",-5.5390453,-3.0069828,298.687,298.5639,-0.0018394224,0.00030307984,22.645143901862,0.216715178953024,0.338405024225621,1.01147144886934,5.97,87
"199",-5.9105873,-3.14334,298.57178,298.07657,-0.0013143832,9.965243e-05,21.1165502509166,0.273111966581356,0.348132916718845,NA,4.97,45
"200",-4.2671785,-2.261733,299.7141,299.5677,-0.0015145047,0.00087252073,23.096461616144,0.280419453617892,0.476429373810408,NA,4.972,113
"201",-3.2359533,-1.3828115,299.9181,300.2859,-0.0018666084,0.0014712492,22.8492300098945,0.429835634536886,0.501463018972714,NA,12.93,93
"202",-4.412877,-1.7212553,299.44226,299.80545,-0.0023045943,0.0017103886,25.0577982942765,0.190631100739778,0.266597576860771,NA,31.82,117
