"","X10m_u_component_of_wind","X10m_v_component_of_neutral_wind","X10m_v_component_of_wind","X10m_wind_speed","X2m_temperature","coefficient_of_drag_with_waves","instantaneous_eastward_turbulent_surface_stress","instantaneous_northward_turbulent_surface_stress","mean_wave_period","medium_cloud_cover","normalized_stress_into_ocean","ocean_surface_stress_equivalent_10m_neutral_wind_speed","sea_surface_temperature","surface_pressure","u_component_stokes_drift","v_component_stokes_drift","time_month","clear_sky_direct_solar_radiation_at_surface","eastward_turbulent_surface_stress","evaporation","instantaneous_10m_wind_gust","large_scale_precipitation","magnitude_of_turbulent_surface_stress","mean_eastward_turbulent_surface_stress","mean_evaporation_rate","mean_magnitude_of_turbulent_surface_stress","mean_northward_turbulent_surface_stress","mean_total_precipitation_rate","northward_turbulent_surface_stress","surface_sensible_heat_flux","total_precipitation","O2_ml_L","O2_umol_kg","NO3_UDO","PO4_UDO","SiO4_UDO","NH4_USF","NO2_USF","NO3_NO2_USF","PO4_USF","SiO4_USF","pH","Alkalinity_mol_kg","Alkalinity_umol_kg","TCO2","fCO2","pH_corrected","TCO2_corrected","fCO2_corrected","Salinity_bottles","Salinity_CTD","Temperature","Sigma_t","TPP","PIP","POC_ug_kg","PON_ug_kg","POC_ug_L","PN_ug_L","C_N_particulate","DON","DOP","DOC","TOC","PrimaryProductivity","Chlorophyll","Phaeopigments","Total_Prokaryotes","Bact_Biomass_mgC_m3","Bact_Biomass_uMC","NO3_USF","NO3_merged","PO4_merged","SiO4_merged","temp_5","temp_15","temp_25","temp_75","Isopycnal_21","MLD_potemp","SR_COCCOLITHOPHORIDS","SR_CYANOBACTERIA","SR_DIATOMS","SR_DINOFLAGELLATES","SR_OTHERS","species_richness","counts_int_COCCOLITHOPHORIDS","counts_int_DIATOMS","counts_int_DINOFLAGELLATES","counts_int_CYANOBACTERIA","counts_int_OTHERS","counts_int_NANOFLAGELLATES","Mesh200","Mesh500","total_biomass"
"213",-3.1785755,-1.0970125,-1.0591927,4.299862,300.27625,0.00079188123,-0.027008533,-0.008702826,4.629073,0.09889108,0.9945853,3.213232,300.99658,101076.56,-0.022300601,-0.011204973,"09-1996",21843760,-2453.6133,-0.002427604,5.9612265,0.00014404612,2995.3743,-0.028352678,-2.8097566e-05,0.03467831,-0.008627202,1.119183e-05,-746.5879,-344752,0.0009665149,3.78777952884596,165.098060663642,2.60648363016266,0.216283535206359,2.59959434122318,NA,NA,NA,NA,NA,8.03881597484718,0.00241481581159266,2414.81581159266,2093.80307438276,413.692698922288,8.04581882190033,2089.39518467334,405.571645352397,36.7473002365369,36.7531261887999,24.715794410331,24.7328378387777,NA,NA,25.2471822863993,3.88152558950679,7.67410126663428,24.6385969487032,3.78796380279148,NA,NA,84.4636606975472,NA,0.735276831048491,0.219487143032691,0.236865077498212,4.77786115249722,15.5885088143331,1.29904970139504,NA,2.60648363016266,0.216283535206359,2.59959434122318,29.1064,28.8518666666667,28.39524,25.5352133333333,126,8,1,0,9,6,1,17,0.870470638888889,0.00947232245508982,0.035493085106383,0,0.00610714285714286,60.331461,NA,NA,NA
"214",-4.00126,-1.6979494,-1.6310654,4.8544245,300.201,0.00082405563,-0.035829067,-0.01363492,5.336153,0.08913742,0.99129546,3.5678167,301.07178,101011.125,-0.029535174,-0.017727654,"10-1996",20825120,-3393.6797,-0.0028187782,6.74035,9.6622374e-05,3837.5251,-0.03932911,-3.2624303e-05,0.044431914,-0.014309052,7.8770545e-06,-1235.1428,-496528,0.0006812792,3.5370925679205,154.105300182992,5.65386976692417,0.576883030961302,2.39540349344818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7827954588444,36.7810825487691,23.4387849500268,25.1510119927649,NA,NA,102.084642938583,15.8050526166607,7.6508782246463,99.6240063478942,15.4240657282598,NA,NA,NA,NA,0.744122828822,0.308045400102195,0.377844117787068,4.51072055853363,14.7169649047115,1.22643473315699,NA,5.65386976692417,0.576883030961302,2.39540349344818,27.5146,26.6435333333333,25.916,24.05712,109,7,1,0,34,21,2,58,0.114861111111111,0.11408111739521,0.0555770914893617,0,0.00417857142857143,138.345405,NA,NA,NA
"215",-5.147602,-2.6580238,-2.5807085,6.033477,299.4657,0.0009007044,-0.054619133,-0.025053144,5.476618,0.13387471,0.98009306,4.4006977,300.23187,100957.81,-0.04133773,-0.026540231,"11-1996",18859904,-5013.4844,-0.0029259236,8.057424,0.00020622333,5671.862,-0.058057606,-3.3865595e-05,0.065607294,-0.02597779,1.2832059e-05,-2242.3398,-465473,0.0011077686,3.50970232410855,152.896204783957,5.4151379477398,0.291087465246735,2.02975093109887,NA,NA,NA,NA,NA,7.99129080377057,0.00241792572691747,2417.92572691747,2125.41147285701,444.966087739139,7.99752938969118,2121.61808410896,437.254469440515,36.7933250072715,36.802530563761,23.1549950450325,25.2491159408852,NA,NA,68.3617016175629,11.7259125362578,6.71819516826378,66.7138151735346,11.4432618056257,NA,NA,NA,NA,1.44912254416577,0.5564078157219,0.55776217377339,NA,NA,NA,NA,5.4151379477398,0.291087465246735,2.02975093109887,26.1152,25.6861333333333,25.22264,23.8355466666667,103,11,2,2,42,16,3,65,0.375098333333333,0.332085716766467,0.0796175598404255,0.0879285,0.0770217357142857,90.205187,NA,NA,NA
"216",-5.554064,-3.029828,-2.970086,6.5856256,298.7575,0.00094523,-0.06247145,-0.032796264,5.7828245,0.09617531,0.970634,4.880562,299.33197,101108.625,-0.047948003,-0.034189537,"12-1996",17994400,-5820.4414,-0.0028173097,8.80279,0.00012893202,6710.615,-0.06740177,-3.260796e-05,0.07768287,-0.033997536,3.8975277e-06,-2935.5781,-418698,0.00033625076,3.90797599295372,170.29941486121,NA,0.21044288413619,2.40039941970654,NA,NA,NA,NA,NA,8.02921241770902,0.00241570566901183,2415.70566901183,2096.72173872194,408.694604220861,8.03616837997505,2092.37914269632,400.748734834551,36.7896289536417,36.7982135596729,24.2287889063769,24.9222145253591,NA,NA,59.3843015091935,9.13554794357854,7.95369308624956,57.9528493059751,8.91534553642324,NA,NA,88.2397157986629,NA,0.533138660915136,0.182122044043325,0.268116881935978,0.869641163947108,2.83735516891998,0.236423852734676,NA,NA,0.21044288413619,2.40039941970654,26.4265,26.323,26.254,24.9293066666667,115,27,2,2,30,13,1,48,0.324154166666667,0.0471796018072289,0.0520950452631579,0.02091,0.00625,121.5889,NA,NA,NA
"217",-6.1938715,-3.5948105,-3.5514908,7.371395,297.9192,0.0010032351,-0.07339442,-0.040935636,4.729517,0.09208673,0.9627352,5.511963,298.29294,101235.19,-0.054680645,-0.03986439,"01-1997",18581408,-7117.7266,-0.0028260648,9.932076,9.185074e-05,8315.762,-0.08240813,-3.270655e-05,0.096251786,-0.04437232,2.0668685e-06,-3835.1406,-245680,0.00017991726,3.37359714360532,146.91822970368,7.61598853485071,0.404128080476254,3.94336770977655,NA,NA,NA,NA,NA,7.97836999899451,0.00238686018395646,2386.86018395646,2103.93302038096,436.356118112964,7.98490105771357,2100.13772318968,428.509790414655,36.8155356048206,36.8140898240957,22.0723466408914,25.5699668838232,NA,NA,120.696174207216,18.2834122144768,7.76022691245347,117.786919426315,17.8426795299637,NA,NA,3150.63022914706,NA,3.66714088931905,1.24000038628481,0.875099333139756,3.13878010986821,10.2406226151524,0.853384996897666,NA,7.61598853485071,0.404128080476254,3.94336770977655,24.101,23.8866666666667,23.67504,22.55512,64,41,3,0,53,10,1,67,0.895796355555556,1.4153830345509,0.0633798138297872,0,0.0730946428571429,132.1264555,NA,NA,NA
"218",-7.141198,-3.560689,-3.5794468,8.173209,297.47546,0.0010554194,-0.09734064,-0.047667384,4.882144,0.17594635,0.9518411,6.039551,297.12848,101293.19,-0.06852764,-0.042325094,"02-1997",20145472,-9150.875,-0.0020449795,10.763104,0.000122055644,10335.141,-0.10594815,-2.3668326e-05,0.11962664,-0.05013144,1.7976553e-06,-4328.164,451237,0.00015465383,3.60046240443652,156.771840958606,11.1428155504626,0.335576917635741,3.17768497297909,NA,NA,NA,NA,NA,7.95602957021192,0.00242240055513114,2422.40055513114,2149.42236935178,459.38469569646,7.96245008177008,2145.70563732564,451.283814531873,36.8206034235917,NA,21.410351696234,25.7684675607617,NA,NA,127.093513425572,19.3478895396542,8.0100641677277,124.030018442124,18.8815095322978,NA,NA,308.835984494808,NA,1.34508282487621,0.39328219724415,0.264881023116317,6.88415154965212,14.7169258064516,1.22639962049336,NA,11.1428155504626,0.335576917635741,3.17768497297909,23.9026,23.7097333333333,23.4966,21.8805733333333,46,32,4,0,51,18,1,74,0.232061111111111,0.228017611227545,0.0467225132978723,0,0.000546428571428572,111.733885,NA,NA,NA
"219",-6.7997484,-3.8937836,-3.949894,8.107819,296.81555,0.0010599482,-0.090051174,-0.05144304,4.649667,0.111524604,0.95257103,6.0898438,296.27603,101276.31,-0.06291109,-0.04461029,"03-1997",22276704,-8538.844,-0.0014236823,10.630818,4.470072e-05,10008.883,-0.098900735,-1.6477425e-05,0.11581449,-0.054501295,6.8342985e-07,-4712.3516,673217,5.8958874e-05,3.10952257158244,135.35634061771,12.430647180215,0.685936282932398,4.7797646713727,NA,NA,NA,NA,NA,7.89944509594604,0.00240930494095627,2409.30494095627,2168.83551261497,507.624058590118,7.90570773579725,2165.48225220063,499.058963128704,36.6736571732822,36.6710473243497,20.0060737942503,26.0337451918418,NA,NA,223.010062732831,25.2133298310247,13.0800411775533,217.634422225621,24.6055210077058,NA,NA,140.761293718372,NA,1.12609623771399,0.746902780370051,0.808756923563541,4.05252275354207,13.2218799055741,1.10183446881831,NA,12.430647180215,0.685936282932398,4.7797646713727,22.3456,21.6892666666667,21.3734,20.2939866666667,19,7,2,0,51,8,1,62,0.2842725,0.930620908203593,0.109525763297872,0,0.00278035714285714,225.436775,NA,NA,NA
"220",-6.0524235,-3.5224457,-3.5549011,7.290372,297.80884,0.0009815521,-0.07486957,-0.041779757,4.820978,0.09911372,0.96727854,5.2622747,297.49008,101198.25,-0.053624332,-0.038908117,"04-1997",22819104,-6969.785,-0.0016148908,9.456819,4.9982613e-05,8133.871,-0.080715775,-1.8689374e-05,0.09414013,-0.043519735,8.94042e-07,-3758.0703,407436,7.674639e-05,3.34157220166058,145.474208825901,10.1411795569023,0.492205556186259,3.13758561198603,NA,NA,NA,NA,NA,7.93645294029682,0.00239821995484734,2398.21995484734,2139.97591255744,470.371477446604,7.94303936344931,2136.24201933103,461.779595556112,36.7540962500502,36.7606658814024,20.6361751894746,25.9281410961343,NA,NA,93.4610702442581,16.3300912163761,5.94180030874133,91.2082113905568,15.9364580791662,NA,NA,113.745529377873,NA,2.21978159767322,0.820093523820012,0.405850713750405,1.37575703893513,4.48864733629353,0.374038562409835,NA,10.1411795569023,0.492205556186259,3.13758561198603,23.118,22.798125,22.53892,21.0145733333333,32,7,2,0,51,12,2,67,0.366641666666667,1.16140045167665,0.10399142287234,0,0.01,285.10228,NA,NA,NA
"221",-5.6132774,-2.9628725,-3.0017977,6.6937876,298.41992,0.00093299197,-0.068250656,-0.033783913,4.513257,0.1276839,0.975748,4.742676,298.05585,101204.44,-0.047968805,-0.031193625,"05-1997",22429744,-6416.6445,-0.0014338084,8.80385,8.010893e-05,7326.665,-0.07427907,-1.6595237e-05,0.084840596,-0.035591304,2.1491142e-06,-3082.0273,414406,0.00018764457,3.34628376018555,145.702433524249,10.2076220996541,0.427494364295438,4.30589235187078,NA,NA,NA,NA,NA,7.94535885848701,0.00239327798586104,2393.27798586104,2128.93301128947,468.083922037753,7.95040175424529,2126.09930187018,461.646485586774,36.8117357466969,36.8152284619224,21.4569349203437,25.7466132907564,NA,NA,91.7253647425344,15.4492298418504,6.99879180255939,89.5143307401807,15.0768360571282,NA,NA,71.3073778255258,NA,1.984067261473,0.426878738638303,0.520810690742514,NA,NA,NA,NA,10.2076220996541,0.427494364295438,4.30589235187078,24.2988333333333,23.6773333333333,23.06668,21.8492133333333,56,7,6,0,46,9,1,62,0.193591666666667,1.34881522095808,0.0387047872340426,0,0.0126785714285714,204.707795,NA,NA,NA
"222",-4.9522066,-2.5315847,-2.5436554,5.830285,298.85022,0.00087635545,-0.04768455,-0.022853982,4.480335,0.17142749,0.98654145,4.135848,298.6318,101181.06,-0.03691888,-0.024275519,"06-1997",21640928,-4415.789,-0.0013415427,7.5738087,0.00031957426,5007.5767,-0.051195323,-1.5528538e-05,0.05790506,-0.023312856,6.2384424e-06,-2011.7969,212629,0.0005390474,3.9838760592082,173.499689368051,3.39280152072305,0.225104453600977,3.54863181869434,NA,NA,NA,NA,NA,8.01046398351513,NA,NA,NA,NA,8.01595075926985,NA,NA,36.9831012908641,37.0277520936634,22.8023360569647,25.5247428678104,NA,NA,55.2290011707888,7.69608292026908,8.7278385398732,53.8977153091405,7.51056271728656,NA,NA,NA,NA,0.806494585124912,0.237811296086833,0.315413224299453,0.688309937396425,2.24549227904108,0.187138885150225,NA,3.39280152072305,0.225104453600977,3.54863181869434,25.2634,25.1047333333333,24.52256,23.1762533333333,113,12,6,0,44,9,1,60,0.193591666666667,1.37345080092025,0.0382973684210526,0,0.0126785714285714,204.707795,NA,NA,NA
"223",-4.155818,-2.0470276,-2.0600595,5.0935116,298.76184,0.0008319956,-0.036522985,-0.016186748,4.3416033,0.1753186,0.9917671,3.6506348,298.47845,101327.44,-0.02889204,-0.018263679,"07-1997",21475232,-3569.4414,-0.0011394173,6.772707,0.00024689763,4038.161,-0.041326284,-1.3188241e-05,0.04681342,-0.016967226,5.172915e-06,-1457.6326,205980,0.00044579903,3.41837855791293,148.844832372954,8.92554653551266,0.395966936833951,3.20824092190877,NA,NA,NA,NA,NA,7.97197694780866,0.00240504827954284,2405.04827954284,2125.36911669636,448.909947599243,7.97743892168673,2122.21301507997,442.210171038055,36.9440920586728,36.9398104799845,21.902957460418,25.7171798249753,NA,NA,60.0320698963842,7.03410458637276,9.37546355796486,58.5850984286828,6.86454796336388,NA,NA,NA,NA,0.622079215188424,0.163822406548473,0.221011218192983,2.07914147851788,6.78346592018185,0.565264837716417,NA,8.92554653551266,0.395966936833951,3.20824092190877,24.137,23.5301333333333,23.10424,22.2530666666667,84,9,3,1,38,16,1,59,0.11038125,0.339610301204819,0.108513629032258,0.00810475,0.0096325,224.2259075,NA,NA,NA
