time,10m_u_component_of_wind,10m_v_component_of_neutral_wind,10m_v_component_of_wind,10m_wind_speed,2m_temperature,coefficient_of_drag_with_waves,instantaneous_eastward_turbulent_surface_stress,instantaneous_northward_turbulent_surface_stress,mean_wave_period,medium_cloud_cover,normalized_stress_into_ocean,ocean_surface_stress_equivalent_10m_neutral_wind_speed,sea_surface_temperature,surface_pressure,u_component_stokes_drift,v_component_stokes_drift
1980-06-01,-5.146964,-2.349965,-2.3063078,5.935231,299.4734,0.00088561093,-0.053108394,-0.02175733,4.2171335,0.15202713,0.98568773,4.24292,299.80173,101297.5,-0.039494872,-0.022510178
1980-07-01,-3.867734,-1.6134415,-1.5647669,4.749193,299.53125,0.00082168146,-0.033777654,-0.012901265,4.101448,0.12603694,0.99271005,3.5393066,300.1363,101284.875,-0.027347684,-0.015252706
1980-08-01,-3.1788588,-1.0638065,-1.0141888,4.21865,300.00952,0.0007894819,-0.026085913,-0.0076589026,4.4028463,0.10860939,0.99506634,3.1836529,300.9762,101223.81,-0.02161187,-0.011515472
1980-09-01,-3.670495,-1.4230433,-1.3602362,4.4670124,300.39136,0.00080304965,-0.031171083,-0.010838028,4.3013754,0.077977136,0.9942613,3.3333473,301.4513,101115.69,-0.026239932,-0.014385592
1980-10-01,-4.3880043,-1.6109438,-1.5588274,5.2579393,300.22192,0.00085111754,-0.04620272,-0.015958764,4.3090057,0.09299728,0.987043,3.8666754,301.3019,101115.19,-0.034762144,-0.017013554
1980-11-01,-5.8995705,-2.87564,-2.8121948,6.793906,299.47388,0.00095535326,-0.06968856,-0.032289207,4.912035,0.09940636,0.9701419,4.9938965,300.191,101096.56,-0.051422715,-0.031299703
1980-12-01,-5.7393913,-2.8909206,-2.8201895,6.628729,299.00476,0.00093726395,-0.065380275,-0.030520678,4.8776436,0.06643213,0.97554797,4.7978516,299.72235,101081.375,-0.048260033,-0.03064248
1981-01-01,-5.7723923,-3.3728523,-3.310524,6.919341,298.29492,0.0009575593,-0.06633389,-0.036516488,4.4388466,0.055167478,0.9726915,5.0249023,298.87155,101184.81,-0.04795432,-0.034967702
1981-02-01,-6.20498,-3.368967,-3.3232346,7.3782473,298.43323,0.0009974241,-0.08508134,-0.043806374,4.9517746,0.08891385,0.9635854,5.4279785,298.87973,101083.94,-0.058375716,-0.038829636
1981-03-01,-5.9532948,-3.472745,-3.420288,7.2340574,298.64453,0.0009800205,-0.07688892,-0.042331576,5.2795525,0.06052493,0.9670659,5.246338,299.0116,101146.19,-0.054752886,-0.03994143
1981-04-01,-4.575904,-2.7699661,-2.7128468,5.762869,298.8214,0.00088464306,-0.04638964,-0.02567619,4.8603163,0.25193244,0.9835647,4.2235184,299.2329,101050.81,-0.035381436,-0.027841374
1981-05-01,-3.8778734,-1.6027241,-1.5678701,4.6952953,299.4901,0.00080916705,-0.034831643,-0.012320094,4.4823523,0.15616554,0.9935128,3.400446,299.78027,101089.875,-0.027885556,-0.014893305
1981-06-01,-4.848324,-2.2627869,-2.2503624,5.661028,298.89355,0.0008681838,-0.04790169,-0.02055848,4.2137175,0.1505962,0.9864105,4.0478506,298.9098,101254.0,-0.036197543,-0.021015827
1981-07-01,-3.130602,-0.85113907,-0.8466797,4.3731556,299.1073,0.00079314667,-0.024673104,-0.0068016797,4.1533585,0.1719653,0.9948184,3.225419,299.51407,101317.31,-0.02018863,-0.008813497
1981-08-01,-3.3131323,-1.2409477,-1.2133427,4.43077,299.7683,0.0008071081,-0.028379202,-0.010307606,4.255534,0.13862544,0.9928892,3.3859863,300.41367,101189.44,-0.023343682,-0.01210231
1981-09-01,-2.5787497,-0.50487566,-0.48755705,3.8478384,300.47058,0.0007763929,-0.021689951,-0.003748726,4.7794857,0.09348874,0.9949118,3.0425806,301.5736,101160.44,-0.018249214,-0.0064288303
1981-10-01,-4.2003956,-1.5502796,-1.49049,4.978732,300.49365,0.00082693994,-0.039123833,-0.01256004,4.6945486,0.095151186,0.99148476,3.597412,301.39722,101013.44,-0.031256735,-0.015831362
1981-11-01,-4.9169683,-2.3856897,-2.3057928,5.8636227,300.19324,0.00089070643,-0.052536905,-0.023063004,5.030513,0.07961886,0.98168164,4.295966,301.191,100931.81,-0.03951615,-0.024575982
1981-12-01,-5.7399254,-2.5935001,-2.5344877,6.5220222,299.42188,0.0009268741,-0.065025985,-0.026998818,4.911762,0.10114163,0.97713506,4.685547,300.02063,101061.81,-0.04829383,-0.02758193
1982-01-01,-6.766924,-3.425805,-3.395296,7.796855,298.11658,0.0010250958,-0.08798838,-0.04305768,5.065832,0.09925181,0.9578978,5.7344103,298.39313,101239.94,-0.06295645,-0.040366624
1982-02-01,-6.29772,-3.5327425,-3.5099049,7.5144606,297.92896,0.0010034724,-0.081513405,-0.043035805,5.0035257,0.16014785,0.9620742,5.4975586,298.03412,101221.0,-0.05818993,-0.04038923
1982-03-01,-6.706398,-3.9370728,-3.9469585,8.009081,297.53088,0.0010506383,-0.08855504,-0.05056852,4.531708,0.08318263,0.9545663,6.0087986,297.37314,101194.06,-0.062527776,-0.044296905
1982-04-01,-5.4669094,-3.2196693,-3.2749968,6.6362514,297.47253,0.000929225,-0.05948925,-0.03300178,4.4494953,0.2013222,0.97871256,4.7145996,297.0773,101181.31,-0.04348606,-0.031327758
1982-05-01,-3.9665394,-1.873909,-1.8627148,4.986252,298.7881,0.00082356855,-0.03892255,-0.016324166,4.447981,0.15003693,0.99085397,3.5554733,298.77417,101133.25,-0.030129433,-0.018176168
1982-06-01,-4.9326286,-2.3616562,-2.3547487,5.7346735,298.66968,0.00087091024,-0.04860896,-0.021365106,4.2557487,0.1584158,0.98681664,4.0742846,298.61508,101296.25,-0.037045777,-0.02191998
1982-07-01,-4.6970205,-2.4370308,-2.439396,5.583087,298.4674,0.0008610573,-0.04333192,-0.020714458,4.150049,0.13260384,0.9898101,3.9680176,298.37918,101280.81,-0.03328812,-0.021904122
1982-08-01,-4.3792057,-1.9632492,-1.9153624,5.1270046,299.28857,0.00083178515,-0.03882736,-0.015555985,4.115094,0.0951898,0.99295557,3.6450195,299.65103,101254.375,-0.03142214,-0.01817165
1982-09-01,-3.3581877,-1.4806137,-1.4350252,4.2974195,299.62866,0.00078762416,-0.028968215,-0.011454225,4.233506,0.0838674,0.9952034,3.168252,300.0726,101114.125,-0.023947358,-0.0146256685
1982-10-01,-4.999856,-2.008237,-1.9443178,5.7525873,299.8938,0.00087569817,-0.055152833,-0.019894354,5.0877714,0.066239074,0.9837078,4.129154,300.8352,101044.375,-0.041121185,-0.022080913
1982-11-01,-5.414118,-2.5779276,-2.511241,6.2554445,299.33154,0.00090376684,-0.06038797,-0.025283635,4.7381153,0.07361502,0.98149586,4.4345703,299.9447,101004.19,-0.044087708,-0.026051696
1982-12-01,-6.2354,-3.378231,-3.3336315,7.256666,298.10315,0.0009798633,-0.07690847,-0.038975775,5.001298,0.19004554,0.9672511,5.2546387,298.5545,101117.375,-0.05488968,-0.036490418
1983-01-01,-6.501889,-3.1154957,-3.1179972,7.42962,297.8933,0.0009786764,-0.08046901,-0.035655677,4.6889324,0.13155812,0.96875674,5.248535,297.79788,101129.25,-0.056649268,-0.03319896
1983-02-01,-6.4305,-3.1896124,-3.2068567,7.4924736,297.82068,0.0009859661,-0.083597064,-0.038697004,5.1404886,0.06749575,0.96697056,5.310547,297.6501,101118.625,-0.05856043,-0.03658629
1983-03-01,-6.197606,-3.2374897,-3.262601,7.338849,298.208,0.00097282743,-0.07965481,-0.03880346,4.859249,0.034844324,0.9703216,5.1758795,297.93207,101029.875,-0.05592966,-0.036531564
1983-04-01,-5.553438,-3.0641804,-3.0697327,6.6742783,298.75684,0.000932927,-0.06590396,-0.03396052,4.630619,0.12214796,0.9755933,4.7460938,298.63217,101005.125,-0.047989607,-0.031990036
1983-05-01,-4.702114,-2.131278,-2.1118488,5.4192133,299.31445,0.0008443312,-0.04300672,-0.017107543,4.198765,0.35409755,0.9910224,3.7841797,299.4093,101029.625,-0.03375107,-0.019190725
1983-06-01,-3.9805489,-1.5519333,-1.5338917,4.8581524,299.40845,0.0008124898,-0.03525901,-0.012175299,4.226925,0.17037004,0.9942569,3.4352856,299.54916,101189.56,-0.028210402,-0.0141501315
1983-07-01,-4.4937677,-2.1097803,-2.0977678,5.270295,299.18408,0.0008413729,-0.040354073,-0.016688086,4.271022,0.11433703,0.9917731,3.7542171,299.13522,101212.875,-0.032245457,-0.019007735
1983-08-01,-4.149065,-1.8977108,-1.8570833,5.0284147,299.4093,0.000831845,-0.03663534,-0.014970355,4.0819254,0.10601728,0.99209577,3.6538086,299.70584,101322.875,-0.029316902,-0.017194778
1983-09-01,-4.745619,-2.048503,-1.985982,5.5598965,300.25305,0.00086534116,-0.047752023,-0.01882286,4.41189,0.09138815,0.9871757,4.020752,300.99185,101172.44,-0.036423326,-0.020746645
1983-10-01,-4.5389194,-1.8724346,-1.7936802,5.2634487,300.05444,0.0008459699,-0.044634283,-0.015561268,4.9436665,0.056650274,0.98879236,3.808838,301.0036,101076.69,-0.03426665,-0.018674888
1983-11-01,-5.5205917,-2.6114225,-2.5695667,6.350151,299.3236,0.00090852496,-0.05977899,-0.025934696,4.754817,0.055738132,0.98100054,4.4941406,299.62363,101170.56,-0.044355452,-0.026545998
1983-12-01,-5.9184914,-3.149105,-3.1132898,6.877022,298.29224,0.0009549011,-0.065550506,-0.033111155,4.8141956,0.065867335,0.9725433,4.995117,298.54465,101255.0,-0.049199224,-0.032511834
1984-01-01,-6.0732565,-3.4529514,-3.4042788,7.2149763,297.6947,0.0009860098,-0.071680605,-0.038615286,4.5964975,0.06899369,0.96648705,5.3303223,298.13687,101206.5,-0.052866638,-0.03719349
1984-02-01,-6.829777,-3.6424427,-3.649557,7.9725704,297.39404,0.0010272849,-0.093542755,-0.047522068,4.5236864,0.08216509,0.9605188,5.7644043,297.25818,101094.19,-0.063524544,-0.040812057
1984-03-01,-6.5706873,-3.8626804,-3.8853598,7.9078474,297.24084,0.0010318677,-0.08865911,-0.049434245,4.469036,0.09316891,0.95963985,5.808629,296.99374,101141.69,-0.060606956,-0.04314753
1984-04-01,-6.1261787,-3.3170738,-3.3570032,7.2653627,297.64258,0.0009663312,-0.07910049,-0.039317727,4.6770163,0.11684568,0.9711399,5.104576,297.19363,101115.875,-0.054475904,-0.035647493
1984-05-01,-6.3315086,-3.757887,-3.7609673,7.582099,298.08203,0.0010003122,-0.08073002,-0.045507073,4.249736,0.11614178,0.96621764,5.4792852,297.96448,101149.75,-0.056264162,-0.039480116
1984-06-01,-5.6505404,-2.8425303,-2.8146992,6.578388,298.83203,0.000921641,-0.06453937,-0.029764533,4.2482386,0.10702009,0.9800276,4.631836,299.005,101204.06,-0.046581626,-0.028338552
1984-07-01,-4.4395256,-2.212551,-2.184269,5.4629087,298.5796,0.0008623309,-0.041501164,-0.019241728,4.2521,0.13335907,0.9880474,3.9880285,298.7876,101221.0,-0.03259313,-0.020562697
1984-08-01,-4.349551,-1.8709726,-1.8363199,5.3221693,299.07947,0.0008487273,-0.042274773,-0.017164785,4.1590204,0.12613213,0.988783,3.8361921,299.47885,101220.125,-0.03302753,-0.019150075
1984-09-01,-3.4591007,-1.1692085,-1.1310968,4.469514,299.6266,0.0007987227,-0.030131042,-0.009257201,4.2162905,0.09620165,0.99444264,3.2869139,300.30075,101102.69,-0.02468431,-0.011869054
1984-10-01,-4.971198,-2.0634642,-1.9924526,5.663988,299.8485,0.0008713873,-0.049937844,-0.018665783,4.7098646,0.08736886,0.9861447,4.0895023,300.8544,101022.19,-0.03860259,-0.021455783
1984-11-01,-2.9078236,-1.7791386,-1.6991205,4.9116335,299.22522,0.00083798193,-0.035152733,-0.016154349,5.489852,0.13296092,0.98777133,3.7053223,300.54034,101026.31,-0.02278221,-0.020242598
1984-12-01,-6.493948,-3.5189228,-3.4278297,7.5618887,298.24304,0.0010174222,-0.085860014,-0.042557538,4.919057,0.15018511,0.95895,5.6550293,299.38464,101127.875,-0.059984386,-0.04104392
1985-01-01,-6.494425,-3.736106,-3.668604,7.721977,297.55676,0.0010346512,-0.08379358,-0.045955062,4.589636,0.11086601,0.9573736,5.8459473,298.30075,101289.875,-0.059557915,-0.041964874
1985-02-01,-7.5442944,-3.6711235,-3.6475077,8.64743,297.44946,0.001092792,-0.11518729,-0.05434239,4.7308865,0.12106985,0.94595677,6.442871,297.7185,101297.5,-0.076184034,-0.04471588
1985-03-01,-7.0841694,-3.9333057,-3.9299154,8.323576,297.45264,0.0010666244,-0.099220276,-0.05338651,4.47875,0.14544499,0.9516739,6.1853027,297.4783,101152.625,-0.06801897,-0.045298364
1985-04-01,-5.9594784,-3.2143955,-3.2172623,7.13997,297.80725,0.0009706775,-0.081495285,-0.04033065,4.6181307,0.13795835,0.96843415,5.1346292,297.72287,101085.0,-0.054924607,-0.03558791
1985-05-01,-5.7223606,-2.9137888,-2.898611,6.6804934,298.7456,0.00092896656,-0.0662877,-0.031430304,4.2165775,0.08410745,0.9777253,4.7109766,298.79935,101127.44,-0.047724426,-0.029258564
1985-06-01,-5.052412,-2.4374056,-2.4290943,6.1865406,298.57117,0.00089961244,-0.055903137,-0.025735676,4.218912,0.15905696,0.982421,4.3830566,298.70544,101347.625,-0.04107195,-0.02451957
1985-07-01,-4.3283253,-1.8916588,-1.852274,5.208194,298.90198,0.00084865047,-0.041897476,-0.016983178,4.257539,0.109101,0.9894346,3.8342285,299.44745,101297.94,-0.032478392,-0.018902104
1985-08-01,-3.8336916,-1.5793715,-1.5266867,4.7336187,299.3982,0.0008209697,-0.033902645,-0.012958411,4.195096,0.11166698,0.9925258,3.5307465,300.18713,101229.19,-0.02760619,-0.0156882
1985-09-01,-3.7908125,-1.7478762,-1.6806297,4.6985636,299.8789,0.0008176912,-0.032186568,-0.013012994,4.651414,0.10215163,0.9931767,3.4992676,300.6812,101062.94,-0.026631415,-0.016152833
1985-10-01,-4.4700155,-1.9255838,-1.859231,5.3274527,299.52722,0.00085680955,-0.047304094,-0.017918095,4.6422873,0.09224615,0.98685414,3.9261456,300.39304,100996.94,-0.03548026,-0.019820273
1985-11-01,-4.001177,-2.3249588,-2.2154608,5.091408,299.03333,0.0008536582,-0.038208008,-0.019334853,5.6981335,0.16531014,0.9859226,3.888916,300.4983,101022.69,-0.029904686,-0.022677954
1985-12-01,-6.8853846,-3.213439,-3.1761503,7.7595186,297.89893,0.00102207,-0.08849722,-0.03952843,4.754882,0.19336641,0.9581616,5.710205,298.39432,101231.56,-0.06299585,-0.036805574
1986-01-01,-6.5690002,-3.5420027,-3.5565643,7.678837,296.9253,0.0010159307,-0.0830732,-0.043424845,4.4941597,0.11844069,0.9613345,5.642578,296.79272,101277.06,-0.057956576,-0.03776805
1986-02-01,-6.4755707,-3.680356,-3.6747866,7.69302,297.05383,0.0010249643,-0.08350766,-0.045774102,4.4389257,0.11251438,0.95939165,5.7351704,297.12476,101241.81,-0.058900535,-0.040424563
1986-03-01,-7.0294085,-3.8137074,-3.8004627,8.220605,297.74072,0.0010545189,-0.098721564,-0.051645935,4.558181,0.1106505,0.9547032,6.0515156,297.8719,101228.06,-0.067284346,-0.04402274
1986-04-01,-6.1968193,-3.041915,-3.0717745,7.214632,298.5094,0.00095316884,-0.079585075,-0.035497963,4.578186,0.05603174,0.97520745,4.9667635,298.20444,100994.56,-0.054680824,-0.033267174
1986-05-01,-4.977132,-2.5609894,-2.5255556,5.9691877,299.0437,0.0008856638,-0.054281533,-0.024977088,4.4339447,0.18238616,0.9842133,4.2402344,299.2454,101079.31,-0.039646804,-0.024625681
1986-06-01,-5.337386,-2.4315376,-2.4033337,6.249914,298.94373,0.0009120533,-0.060114205,-0.025654003,4.3358316,0.17274714,0.98000485,4.5281763,299.27676,101267.56,-0.043674827,-0.024534676
1986-07-01,-4.774847,-2.2372084,-2.2057333,5.6466703,298.77026,0.00087532494,-0.047037423,-0.020380475,4.136526,0.1354295,0.98638326,4.1293945,299.07166,101438.25,-0.035891414,-0.021178782
1986-08-01,-5.1842117,-2.564497,-2.5148916,6.0449696,299.32324,0.0008986115,-0.05320096,-0.023830436,4.401491,0.12835212,0.9830115,4.3864803,299.71808,101166.69,-0.039978802,-0.024406653
1986-09-01,-4.6802692,-2.026887,-1.975029,5.546069,299.6941,0.00086325966,-0.045971155,-0.017806906,4.3591805,0.08329136,0.98849344,4.003503,300.30338,101167.31,-0.035239756,-0.019662015
1986-10-01,-4.355855,-1.9452896,-1.8918772,5.281642,299.49402,0.00085502816,-0.042027175,-0.01792565,4.6283092,0.121910095,0.9869886,3.9086637,300.26373,101118.69,-0.03326726,-0.019605462
1986-11-01,-5.0089064,-2.3460035,-2.269927,5.821932,299.08008,0.0008884687,-0.051048458,-0.021229148,4.871517,0.11955732,0.98350424,4.2770996,300.03186,101001.875,-0.038851798,-0.02324656
1986-12-01,-6.6282225,-3.2508202,-3.2199297,7.56513,297.99817,0.0010042056,-0.0842939,-0.039053977,4.6057816,0.09665269,0.96295154,5.5251474,298.30252,101232.31,-0.058818698,-0.03503617
1987-01-01,-6.056632,-3.0896482,-3.085065,7.233246,297.33923,0.0009802887,-0.078836024,-0.037260234,4.84503,0.090097114,0.9666204,5.2529297,297.2562,101262.375,-0.05440277,-0.033949602
1987-02-01,-6.626549,-3.1777534,-3.1833668,7.6592674,297.8075,0.0009984144,-0.09187204,-0.04119724,4.8063526,0.060388755,0.9655842,5.445801,297.71368,101148.19,-0.061766982,-0.036723968
1987-03-01,-5.4366055,-3.2367134,-3.214507,6.713708,298.2307,0.0009410677,-0.064722,-0.034927785,4.9868155,0.028396167,0.97427386,4.8359375,298.29074,101005.375,-0.04760486,-0.03484823
1987-04-01,-6.3801365,-3.2183008,-3.2373953,7.462187,299.0172,0.0009720428,-0.08597851,-0.039075613,4.6610165,0.04176717,0.9717208,5.170965,298.77383,101003.19,-0.058380365,-0.035440616
1987-05-01,-3.5843744,-1.4191341,-1.4150591,5.0994577,299.62695,0.0008294906,-0.037506938,-0.014243774,4.240039,0.14695,0.99062717,3.6183882,299.98035,101017.94,-0.027819097,-0.014779318
1987-06-01,-4.349351,-1.570981,-1.525732,5.2949295,300.14685,0.0008501201,-0.0466097,-0.015376952,4.2861605,0.12157536,0.98722404,3.850666,300.92752,101255.625,-0.035274327,-0.0168016
1987-07-01,-5.34741,-2.5469198,-2.499628,6.1248617,299.44226,0.00089862756,-0.054612756,-0.023466583,4.217183,0.17722833,0.98382235,4.3864746,299.7865,101142.375,-0.041243315,-0.02389596
1987-08-01,-3.903038,-1.6436682,-1.592948,4.848075,300.0725,0.0008234163,-0.03615725,-0.013454009,4.4279556,0.112743735,0.991559,3.557129,300.75696,101148.0,-0.028954804,-0.016395297
1987-09-01,-3.9043894,-1.6062584,-1.5546522,4.674962,300.22424,0.0008147834,-0.034056485,-0.012699351,4.243413,0.07517632,0.9922618,3.4629679,300.7272,101117.75,-0.027909577,-0.01544597
1987-10-01,-4.2493258,-1.811595,-1.7431421,5.072339,300.6057,0.00083999056,-0.039202154,-0.014967874,4.3169174,0.07600476,0.99047863,3.750393,301.51117,100954.875,-0.03153938,-0.01764194
1987-11-01,-4.5464287,-2.2159214,-2.1405926,5.625806,300.26147,0.0008805392,-0.04952413,-0.021535516,5.07382,0.10105288,0.98270565,4.1828613,301.24292,100973.75,-0.037135184,-0.023112375
1987-12-01,-6.396083,-2.8902578,-2.8331413,7.2269287,299.59387,0.0009820452,-0.082387626,-0.035739303,4.7368193,0.09545338,0.9659234,5.270752,300.30438,101154.06,-0.05800891,-0.03309404
1988-01-01,-6.857012,-3.6749125,-3.6311798,8.019802,298.12463,0.0010494608,-0.093432546,-0.048048496,5.0113897,0.09102559,0.95344204,5.9921875,298.55875,101280.5,-0.06493831,-0.043477107
1988-02-01,-6.824394,-3.9388866,-3.9205294,8.131351,297.72217,0.001058842,-0.09574872,-0.052848518,4.7697077,0.1025967,0.95294785,6.0876465,297.84488,101137.875,-0.06568968,-0.045232896
1988-03-01,-7.230732,-4.039525,-4.013256,8.590116,298.09802,0.001095973,-0.11194527,-0.05946815,4.787364,0.055979636,0.946676,6.461871,298.3265,101271.19,-0.07286322,-0.048983507
1988-04-01,-6.402669,-3.586712,-3.584753,7.6303816,298.48193,0.0009949573,-0.0864898,-0.044966638,4.804141,0.060452737,0.966647,5.4084473,298.38788,101068.19,-0.05916804,-0.040279828
1988-05-01,-6.1016235,-3.178255,-3.1639156,7.1864233,299.4347,0.00096368627,-0.07831645,-0.036952257,4.322363,0.07805531,0.97250426,5.0861454,299.35242,101131.19,-0.05468738,-0.03378931
1988-06-01,-3.9367914,-1.760356,-1.7100945,4.944252,299.64087,0.0008302096,-0.037320733,-0.015150424,4.0376453,0.13275783,0.9912176,3.6334105,300.20236,101235.375,-0.02976644,-0.017155614
1988-07-01,-3.5042028,-1.3595238,-1.3215189,4.676697,299.49243,0.00081572006,-0.030944467,-0.011310469,4.2561026,0.13670456,0.99262404,3.472168,300.28613,101333.31,-0.024662435,-0.013309747
1988-08-01,-2.7047176,-0.710533,-0.68042684,3.8330822,300.10376,0.0007707521,-0.020667017,-0.0052580237,4.352889,0.14606225,0.99691886,2.9804688,301.53354,101136.5,-0.018227994,-0.008295208
1988-09-01,-3.1736212,-1.0864124,-1.0417347,4.3624945,300.23572,0.0008033309,-0.027301908,-0.008531328,4.222989,0.10254681,0.993311,3.3393974,301.3192,101113.625,-0.021891065,-0.010856286
1988-10-01,-3.0737734,-1.5174208,-1.4322147,4.035265,299.95178,0.0007838493,-0.023456693,-0.009687185,4.943594,0.12588716,0.9957396,3.1266222,301.15125,100934.44,-0.020024713,-0.013436973
1988-11-01,-5.3008833,-2.2318163,-2.1660213,5.9668694,299.32153,0.00089192507,-0.055458307,-0.021342576,4.7291565,0.10391861,0.98159206,4.310068,300.15356,101067.44,-0.042066038,-0.022934414
1988-12-01,-6.7253513,-3.4690428,-3.417077,7.724272,298.10547,0.0010205817,-0.08482987,-0.041781485,4.619378,0.1310898,0.95869225,5.7026367,298.69955,101188.69,-0.061266482,-0.038948916
1989-01-01,-6.697817,-3.5280142,-3.5336695,7.7689657,297.14355,0.0010290134,-0.084681034,-0.043664277,4.801239,0.13908082,0.9571382,5.7719727,297.03125,101270.81,-0.060911775,-0.039823357
1989-02-01,-6.5653067,-3.6186457,-3.6311178,7.7431173,296.85938,0.0010294041,-0.086739,-0.046075165,4.821307,0.12386656,0.9577424,5.7731934,296.74423,101349.75,-0.060515165,-0.041997172
1989-03-01,-6.2907104,-3.7968435,-3.8071995,7.629589,297.0177,0.0010223377,-0.08101982,-0.046271384,4.4611206,0.0974882,0.9602888,5.7055664,296.90845,101211.5,-0.057022214,-0.041338515
1989-04-01,-6.6191263,-3.6193247,-3.660675,7.8385954,297.4613,0.0010134568,-0.09167498,-0.046937823,4.5412188,0.06750202,0.9638952,5.609375,297.07516,101126.375,-0.060982525,-0.039911237
1989-05-01,-6.2543507,-3.282919,-3.324646,7.333026,297.7284,0.0009748542,-0.080690086,-0.040303946,4.2586384,0.15956324,0.96939576,5.194748,297.3338,101271.81,-0.055266917,-0.03478479
1989-06-01,-5.9705763,-3.2025394,-3.201457,6.99932,298.4419,0.00096228207,-0.06950003,-0.034890473,4.1512175,0.13250938,0.9724968,5.0722275,298.33658,101322.625,-0.05012101,-0.03189175
1989-07-01,-4.1318083,-1.902731,-1.8836031,5.2113714,298.8651,0.00084638735,-0.03669387,-0.01547138,4.154601,0.1741721,0.99033386,3.8100586,299.0044,101341.44,-0.028851092,-0.017184567
1989-08-01,-2.7826576,-1.2851734,-1.2423592,3.860917,299.73108,0.0007685616,-0.0202955,-0.00827856,3.9743633,0.09001388,0.997935,2.9528809,300.16592,101163.5,-0.018060267,-0.011630032
