,Cruise,Leg,Day,Month,Year,Date,Depth_target,Depth_real,O2_(ml/L),O2_(?mol/kg),NO3_UDO,PO4_UDO,Si(OH)4_UDO,NH4_USF,NO2_USF,NO3+NO2_USF,PO4_USF,Si(OH)4_USF,pH,Alkalinity_(mol/kg),Alkalinity_(?mol/kg),TCO2,fCO2,pH_corrected,TCO2_corrected,fCO2_corrected,Salinity_bottles,Salinity_CTD,Temperature,Sigma-t,TPP,PIP,POC_(?g/kg),PN_(?g/kg),POC_(?g/L),PN_(?g/L),C/N_particulate,DON,DOP,DOC,TOC,PrimaryProductivity,Chlorophyll,Phaeopigments,Total Prokaryotes ,Bact_Biomass_(mgC/m3),Bact_Biomass_(?MC),,
,,,,,,,target,real,,,UDO,UDO,UDO,USF,USF,USF,USF,USF,"at 25°C, no-corrected for impurities",,,,,"at 25°C, corrected for impurities",recalculated,recalculated,bottles,CTD,CTD,CTD,,,,,,,,USF,USF,,,,,,Decay Corrected,,,,
,nnn,n,dd,mm,yyyy,yyyy/mm/dd,m,m,ml/L,?mol/kg,?M,?M,?M,?M,?M,?M,?M,?M,,mol/kg,?mol/kg,?mol/kg,?atm,,?mol/kg,?atm,PSU,PSU,degC (°C),Kg/m3,nM,nM,?g/kg,?g/kg,?g/L,?g/L,mol/mol,?M,?M,?M,?M,mgC/m3/hr,mg/m3,mg/m3,(x10^8/L),mgC/m3,?MC,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,044,1,15,07,1999,1999/07/15,100,101.4,3.11,135.50,-9999,-9999,-9999,0.16,0.10,7.62,0.48,3.56,7.936,0.002410,2410,2150,471,7.946,2145,458,36.817,36.813,20.905,25.9007,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.08,0.04,0.11,0.34,1.10,0.09,,
907,044,1,15,07,1999,1999/07/15,130,131.6,1.67,72.88,-9999,-9999,-9999,0.99,0.04,11.74,1.26,13.39,7.791,0.002402,2402,2216,634,7.800,2212,619,36.819,36.512,18.558,26.2904,-9999,-9999,49.94,6.06,9.62,48.74,5.91,-9999,-9999,80.00,-9999,-9999,-9999,-9999,0.44,1.52,0.13,,
908,044,1,15,07,1999,1999/07/15,160,161.8,1.15,50.14,-9999,-9999,-9999,0.17,0.03,11.50,1.47,20.25,7.739,0.002403,2403,2242,719,7.748,2238,703,36.465,36.459,18.185,26.3439,-9999,-9999,36.24,0,-154,35.37,0,-9999,-9999,83.00,-9999,-9999,-9999,-9999,0.32,1.09,0.09,,
909,044,1,15,07,1999,1999/07/15,200,202.2,0.59,25.76,-9999,-9999,-9999,0.21,0.03,9.90,1.79,25.46,7.688,0.002405,2405,2265,815,7.697,2262,798,36.424,36.419,17.941,26.3738,-9999,-9999,35.46,3.30,12.52,34.60,3.23,-9999,-9999,102.00,-9999,-9999,-9999,-9999,0.32,1.09,0.09,,
910,044,1,15,07,1999,1999/07/15,250,250.5,0.12,5.03,-9999,-9999,-9999,0.33,0.02,4.44,2.10,35.33,7.648,0.002411,2411,2288,901,7.656,2285,882,36.386,36.379,17.739,26.3935,-9999,-9999,52.55,13.50,4.54,51.28,13.17,-9999,-9999,149.00,-9999,-9999,-9999,-9999,0.40,1.43,0.12,,
911,044,1,15,07,1999,1999/07/15,275,274.8,0.04,1.80,-9999,-9999,-9999,0.68,0.02,0.03,2.33,40.11,7.641,0.002414,2414,2294,918,7.649,2290,898,36.369,36.367,17.679,26.3986,-9999,-9999,48.51,9.91,5.71,47.34,9.68,-9999,-9999,101.00,-9999,-9999,-9999,-9999,1.16,4.13,0.34,,
912,044,1,15,07,1999,1999/07/15,300,302.6,0.03,1.44,-9999,-9999,-9999,0.97,0.01,0.00,3.12,41.09,7.643,0.002419,2419,2297,913,7.651,2293,894,36.357,36.354,17.613,26.4050,-9999,-9999,42.34,4.87,10.15,41.32,4.75,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.82,2.93,0.24,,
913,044,1,15,07,1999,1999/07/15,350,350.9,0.00,0.00,-9999,-9999,-9999,6.03,0.02,0,2.79,50.07,7.640,0.002430,2430,2308,919,7.649,2305,899,36.334,36.332,17.499,26.4164,-9999,-9999,44.30,5.05,10.24,43.23,4.93,-9999,-9999,98.00,-9999,-9999,-9999,-9999,1.14,4.05,0.34,,
914,044,1,15,07,1999,1999/07/15,400,401.4,0.00,0.00,-9999,-9999,-9999,8.89,0.01,0.00,2.88,54.46,7.633,0.002429,2429,2311,935,7.641,2307,915,36.318,36.318,17.433,26.4215,-9999,-9999,53.17,2.66,23.30,51.89,2.60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.95,3.38,0.28,,
915,044,1,15,07,1999,1999/07/15,500,504.0,-9999,-9999,-9999,-9999,-9999,13.74,0.01,0.01,3.13,64.99,7.623,0.002444,2444,2329,959,7.631,2326,939,36.286,36.283,17.277,26.4330,-9999,-9999,65.31,9.46,8.06,63.73,9.23,-9999,-9999,288.00,-9999,-9999,-9999,-9999,0.76,3.65,0.30,,
916,044,1,15,07,1999,1999/07/15,750,751.8,-9999,-9999,-9999,-9999,-9999,20.10,0.01,0.02,3.57,80.34,7.597,0.002459,2459,2353,1027,7.604,2350,1007,36.247,36.244,17.128,26.4385,-9999,-9999,64.95,9.09,8.34,63.38,8.87,-9999,-9999,113.00,-9999,-9999,-9999,-9999,0.55,2.63,0.22,,
917,044,1,15,07,1999,1999/07/15,1000,1002.1,-9999,-9999,-9999,-9999,-9999,22.13,0.01,0.01,3.67,83.41,7.589,0.002459,2459,2356,1048,7.596,2354,1028,-9999,36.236,17.133,26.4313,-9999,-9999,38.49,4.87,9.23,37.56,4.75,-9999,-9999,98.00,-9999,-9999,-9999,-9999,0.48,2.33,0.19,,
918,044,1,15,07,1999,1999/07/15,1310,1311.1,-9999,-9999,-9999,-9999,-9999,25.06,0.01,0.00,3.82,87.41,7.584,0.002469,2469,2368,1069,7.591,2365,1048,-9999,36.232,17.170,26.4194,-9999,-9999,26.36,0.18,167.47,25.72,0.18,-9999,-9999,114.00,-9999,-9999,-9999,-9999,0.48,2.33,0.19,,
919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,
920,045,1,11,08,1999,1999/08/11,1,2.3,4.58,199.89,-9999,-9999,-9999,0.60,0.02,0.03,0.05,1.87,8.084,0.002397,2397,2051,402,8.096,2042,388,36.685,36.685,27.464,23.8378,-9999,-9999,101.00,15.81,7.45,98.56,15.43,-9999,-9999,-9999,-9999,1.60,0.17,0.08,-9999,-9999,-9999,,
921,045,1,11,08,1999,1999/08/11,7,7.6,4.55,198.60,-9999,-9999,-9999,0.25,0.02,0.03,0.06,1.75,8.085,0.002393,2393,2047,397,8.097,2039,383,-9999,36.676,27.215,23.9119,-9999,-9999,96.05,14.89,7.53,93.74,14.53,-9999,-9999,206.00,-9999,1.43,0.15,0.08,3.65,21.04,1.75,,
922,045,1,11,08,1999,1999/08/11,15,15.8,4.52,196.89,-9999,-9999,-9999,0.08,0.01,0.02,0.06,1.27,8.074,0.002390,2390,2050,368,8.086,2043,356,36.796,36.768,24.633,24.7902,-9999,-9999,101.26,27.57,4.28,98.82,26.91,-9999,-9999,98.00,-9999,1.14,0.14,0.11,-9999,-9999,-9999,,
923,045,1,11,08,1999,1999/08/11,25,25.8,4.30,187.21,-9999,-9999,-9999,0.05,0.05,0.05,0.09,1.86,8.055,0.002404,2404,2074,384,8.067,2066,371,36.844,36.840,24.160,24.9868,-9999,-9999,165.70,25.92,7.46,161.71,25.30,-9999,-9999,-9999,-9999,0.98,0.25,0.18,2.55,14.70,1.23,,
924,045,1,11,08,1999,1999/08/11,35,35.5,3.83,166.71,-9999,-9999,-9999,0.32,0.61,1.56,0.20,3.11,8.020,0.002382,2382,2076,409,8.032,2069,396,36.875,36.867,23.541,25.1919,-9999,-9999,111.27,17.10,7.59,108.59,16.68,-9999,-9999,112.00,-9999,2.17,0.73,0.53,-9999,-9999,-9999,,
925,045,1,11,08,1999,1999/08/11,55,55.5,3.44,149.85,-9999,-9999,-9999,0.66,0.58,3.94,0.30,2.63,7.987,0.002408,2408,2120,442,7.995,2115,432,36.885,36.879,22.828,25.4096,-9999,-9999,172.52,31.62,6.37,168.37,30.86,-9999,-9999,96.00,-9999,0.37,1.85,1.10,2.57,14.82,1.24,,
926,045,1,11,08,1999,1999/08/11,75,75.6,2.92,127.06,-9999,-9999,-9999,0.45,0.15,7.27,0.47,4.60,7.940,0.002397,2397,2136,484,7.951,2130,470,36.873,36.869,21.972,25.6465,-9999,-9999,86.60,13.24,7.63,84.51,12.92,-9999,-9999,139.00,-9999,0.44,0.13,0.17,0.81,4.66,0.39,,
927,045,1,11,08,1999,1999/08/11,100,101.2,3.07,133.54,-9999,-9999,-9999,0.00,0.08,7.53,0.48,3.29,7.940,0.002394,2394,2133,470,7.941,2133,470,36.848,36.844,21.276,25.8219,-9999,-9999,68.50,7.45,10.73,66.85,7.27,-9999,-9999,83.00,-9999,0.00,0.06,0.11,0.44,2.51,0.21,,
928,045,1,11,08,1999,1999/08/11,130,132.3,2.38,103.66,-9999,-9999,-9999,0.24,0.03,10.74,0.85,7.57,7.867,0.002392,2392,2171,538,7.875,2167,526,36.670,36.657,19.654,26.1176,-9999,-9999,52.39,11.77,5.19,51.12,11.48,-9999,-9999,86.00,-9999,-9999,-9999,-9999,0.54,3.24,0.27,,
929,045,1,11,08,1999,1999/08/11,160,163.2,1.68,73.30,-9999,-9999,-9999,0.46,0.04,12.04,1.21,15.70,7.793,0.002390,2390,2205,631,7.801,2201,617,36.531,36.522,18.630,26.2797,-9999,-9999,41.91,6.16,7.94,40.90,6.01,-9999,-9999,102.00,-9999,-9999,-9999,-9999,0.68,4.12,0.34,,
930,045,1,11,08,1999,1999/08/11,200,202.9,0.33,14.18,-9999,-9999,-9999,0.35,0.03,10.00,1.90,26.78,7.673,0.002386,2386,2254,846,7.681,2251,828,36.431,36.427,18.006,26.3645,-9999,-9999,52.91,3.86,15.99,51.63,3.77,-9999,-9999,98.00,-9999,-9999,-9999,-9999,0.52,3.12,0.26,,
931,045,1,11,08,1999,1999/08/11,250,252.0,0.11,4.85,-9999,-9999,-9999,0.21,0.03,5.20,2.11,34.05,7.650,0.002415,2415,2291,899,7.659,2287,880,36.391,36.386,17.773,26.3906,-9999,-9999,69.77,21.23,3.83,68.09,20.72,-9999,-9999,80.00,-9999,-9999,-9999,-9999,0.68,4.23,0.35,,
932,045,1,11,08,1999,1999/08/11,300,301.6,0.06,2.64,-9999,-9999,-9999,0.57,0.02,0.00,2.67,40.70,7.649,0.002422,2422,2298,901,7.657,2295,883,36.366,36.361,17.649,26.4016,-9999,-9999,68.53,7.26,11.01,66.88,7.09,-9999,-9999,97.00,-9999,-9999,-9999,-9999,3.73,23.10,1.92,,
933,045,1,11,08,1999,1999/08/11,375,374.4,0.00,0.00,-9999,-9999,-9999,5.46,0.02,0.00,2.81,49.29,7.638,0.002393,2393,2274,911,7.646,2271,892,-9999,36.333,17.512,26.4135,-9999,-9999,41.78,6.25,7.80,40.77,6.10,-9999,-9999,89.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,
934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,
935,046,1,14,09,1999,1999/09/14,1,1.7,4.63,202.14,-9999,-9999,-9999,0.23,0.00,0.03,0.03,2.51,8.105,0.002399,2399,2040,406,8.111,2036,404,36.448,36.437,29.498,22.9752,-9999,-9999,80.18,17.73,5.27,78.25,17.31,-9999,-9999,112.00,-9999,0.49,0.08,0.05,-9999,-9999,-9999,,
936,046,1,14,09,1999,1999/09/14,7,7.1,4.59,200.45,-9999,-9999,-9999,0.33,0.01,0.02,0.02,1.93,8.107,0.002402,2402,2041,400,8.113,2037,392,36.441,36.430,28.901,23.1709,-9999,-9999,87.31,10.60,9.61,85.20,10.35,-9999,-9999,173.00,-9999,0.85,0.11,0.07,-9999,-9999,-9999,,
937,046,1,14,09,1999,1999/09/14,15,15.0,4.66,203.50,-9999,-9999,-9999,0.51,0.01,0.00,0.04,1.38,8.101,0.002407,2407,2050,392,8.108,2045,385,36.499,36.491,27.933,23.5381,-9999,-9999,91.66,15.27,7.00,89.45,14.90,-9999,-9999,187.00,-9999,1.29,0.07,0.04,-9999,-9999,-9999,,
938,046,1,14,09,1999,1999/09/14,25,25.4,4.57,199.49,-9999,-9999,-9999,0.18,0.01,0.03,0.05,1.31,8.090,0.002409,2409,2057,375,8.097,2053,368,36.599,36.591,25.988,24.2377,-9999,-9999,88.19,12.80,8.04,86.06,12.49,-9999,-9999,-9999,-9999,0.68,0.13,0.05,-9999,-9999,-9999,,
939,046,1,14,09,1999,1999/09/14,35,34.6,4.28,186.42,-9999,-9999,-9999,0.22,0.01,0.03,0.06,2.01,8.062,0.002409,2409,2075,389,8.068,2071,382,36.769,36.759,24.915,24.6972,-9999,-9999,101.40,11.70,10.11,98.96,11.42,-9999,-9999,92.00,-9999,0.56,0.13,0.13,-9999,-9999,-9999,,
940,046,1,14,09,1999,1999/09/14,55,55.9,3.86,168.12,-9999,-9999,-9999,0.26,0.51,2.19,0.18,2.19,8.027,0.002421,2421,2107,416,8.033,2103,409,36.888,36.850,24.048,25.0285,-9999,-9999,64.91,11.24,6.73,63.34,10.97,-9999,-9999,102.00,-9999,0.71,0.80,0.56,-9999,-9999,-9999,,
941,046,1,14,09,1999,1999/09/14,75,74.9,3.66,159.25,-9999,-9999,-9999,0.22,0.28,3.41,0.24,3.08,8.011,0.002423,2423,2118,430,8.017,2114,422,36.924,36.888,23.682,25.1658,-9999,-9999,78.22,5.21,17.51,76.33,5.08,-9999,-9999,116.00,-9999,0.06,0.16,0.31,-9999,-9999,-9999,,
942,046,1,14,09,1999,1999/09/14,100,100.8,3.66,159.60,-9999,-9999,-9999,0.09,0.16,3.81,0.26,2.98,7.999,0.002424,2424,2126,437,8.005,2122,429,36.926,36.918,23.254,25.3147,-9999,-9999,48.26,10.60,5.31,47.10,10.35,-9999,-9999,98.00,-9999,0.00,0.10,0.25,-9999,-9999,-9999,,
943,046,1,14,09,1999,1999/09/14,130,130.4,2.69,117.11,-9999,-9999,-9999,0.30,0.04,10.06,0.68,7.09,7.888,0.002410,2410,2177,521,7.893,2174,513,36.717,36.709,20.055,26.0510,-9999,-9999,45.75,3.11,17.17,44.64,3.03,-9999,-9999,87.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,
944,046,1,14,09,1999,1999/09/14,160,159.5,1.29,56.22,-9999,-9999,-9999,0.48,0.02,12.39,1.37,18.10,7.756,0.002397,2397,2229,691,7.760,2228,683,36.498,36.482,18.347,26.3208,-9999,-9999,45.45,6.40,8.29,44.36,6.24,-9999,-9999,85.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,
945,046,1,14,09,1999,1999/09/14,200,200.0,0.31,13.34,-9999,-9999,-9999,0.27,0.01,8.88,1.89,28.50,7.670,0.002400,2400,2269,854,7.674,2267,845,36.417,36.410,17.900,26.3770,-9999,-9999,42.41,0.09,541.27,41.39,0.09,-9999,-9999,88.00,-9999,-9999,-9999,-9999,0.55,1.89,0.16,,
946,046,1,14,09,1999,1999/09/14,250,249.8,0.05,2.29,-9999,-9999,-9999,1.02,0.02,0.00,2.68,38.01,7.645,0.002423,2423,2300,915,7.649,2298,905,36.386,36.381,17.757,26.3905,-9999,-9999,61.44,9.78,7.33,59.96,9.55,-9999,-9999,83.00,-9999,-9999,-9999,-9999,3.35,11.94,0.99,,
947,046,1,14,09,1999,1999/09/14,300,299.3,0.08,3.41,-9999,-9999,-9999,0.65,0.02,0.00,2.09,41.24,7.650,0.002416,2416,2292,895,7.654,2291,885,36.361,36.354,17.613,26.4055,-9999,-9999,56.44,9.87,6.67,55.08,9.63,-9999,-9999,79.00,-9999,-9999,-9999,-9999,3.45,12.30,1.02,,
948,046,1,14,09,1999,1999/09/14,310,310.4,0.03,1.16,-9999,-9999,-9999,2.12,0.01,0.01,2.68,43.29,7.645,0.002431,2431,2308,912,7.648,2307,904,36.352,36.348,17.582,26.4080,-9999,-9999,51.21,7.04,8.49,49.97,6.87,-9999,-9999,75.00,-9999,-9999,-9999,-9999,1.62,5.79,0.48,,
949,046,1,14,09,1999,1999/09/14,350,350.9,0.00,0.00,-9999,-9999,-9999,3.79,0.01,0.00,2.75,47.08,7.641,0.002435,2435,2313,921,7.645,2312,912,36.345,36.340,17.539,26.4125,-9999,-9999,63.08,8.14,9.05,61.56,7.94,-9999,-9999,87.00,-9999,-9999,-9999,-9999,2.50,8.90,0.74,,
950,046,1,14,09,1999,1999/09/14,400,401.5,0.00,0.00,-9999,-9999,-9999,7.62,0.02,0.00,2.87,54.30,7.633,0.002437,2437,2318,938,7.637,2316,928,36.321,36.319,17.444,26.4201,-9999,-9999,75.44,9.05,9.73,73.62,8.83,-9999,-9999,85.00,-9999,-9999,-9999,-9999,2.35,8.39,0.70,,
951,046,1,14,09,1999,1999/09/14,500,504.5,-9999,-9999,-9999,-9999,-9999,14.24,0.01,0.00,3.25,67.10,7.620,0.002449,2449,2335,968,7.624,2333,959,36.281,36.279,17.259,26.4337,-9999,-9999,60.89,11.70,6.07,59.42,11.42,-9999,-9999,92.00,-9999,-9999,-9999,-9999,0.91,4.39,0.37,,
952,046,1,14,09,1999,1999/09/14,750,752.4,-9999,-9999,-9999,-9999,-9999,20.03,0.01,0.00,3.32,68.55,7.607,0.002461,2461,2351,1000,7.611,2350,990,36.251,36.243,17.129,26.4377,-9999,-9999,51.14,12.98,4.60,49.91,12.67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.81,3.90,0.33,,
953,046,1,14,09,1999,1999/09/14,1000,1003.5,-9999,-9999,-9999,-9999,-9999,21.84,0.02,0.00,3.71,85.31,7.601,0.002474,2474,2366,1022,7.605,2364,1011,36.259,36.235,17.132,26.4308,-9999,-9999,67.62,5.76,13.70,65.99,5.62,-9999,-9999,79.00,-9999,-9999,-9999,-9999,0.55,2.64,0.22,,
954,046,1,14,09,1999,1999/09/14,1250,1301.7,-9999,-9999,-9999,-9999,-9999,24.37,0.01,0.00,3.82,89.13,7.592,0.002504,2504,2399,1061,7.596,2397,1050,-9999,36.232,17.170,26.4191,-9999,-9999,46.86,6.49,8.42,45.73,6.33,-9999,-9999,82.00,-9999,-9999,-9999,-9999,0.79,3.81,0.32,,
955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,047,1,05,10,1999,1999/10/05,1,1.6,4.88,212.78,-9999,-9999,-9999,0.67,0.03,0.00,0.07,3.03,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.427,36.413,28.374,23.3343,-9999,-9999,83.25,10.25,9.48,81.24,10.00,-9999,-9999,113.00,-9999,0.70,0.06,0.04,-9999,-9999,-9999,,
957,047,1,05,10,1999,1999/10/05,7,7.6,4.92,214.72,-9999,-9999,-9999,0.60,0.01,0.00,0.04,1.38,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.410,28.311,23.3528,-9999,-9999,92.73,10.33,10.47,90.50,10.08,-9999,-9999,-9999,-9999,0.34,0.06,0.06,1.00,3.27,0.27,,
958,047,1,05,10,1999,1999/10/05,15,15.9,4.91,214.15,-9999,-9999,-9999,0.54,0.05,0.00,0.03,1.97,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.422,36.417,28.053,23.4434,-9999,-9999,121.30,13.50,10.48,118.38,13.17,-9999,-9999,125.00,-9999,0.87,0.06,0.03,-9999,-9999,-9999,,
959,047,1,05,10,1999,1999/10/05,25,25.3,4.58,199.62,-9999,-9999,-9999,0.51,0.23,0.00,0.04,1.65,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.567,36.565,26.040,24.2017,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,107.00,-9999,0.61,0.05,0.04,-9999,-9999,-9999,,
960,047,1,05,10,1999,1999/10/05,35,35.0,4.44,193.47,-9999,-9999,-9999,0.54,0.02,0.00,0.05,1.40,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.679,36.675,25.438,24.4731,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.69,0.07,0.07,-9999,-9999,-9999,,
961,047,1,05,10,1999,1999/10/05,55,56.3,4.04,175.94,-9999,-9999,-9999,0.59,0.27,1.59,0.14,2.69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.774,36.772,24.546,24.8191,-9999,-9999,75.37,11.87,7.41,73.56,11.59,-9999,-9999,100.00,-9999,0.23,0.20,0.26,0.74,2.42,0.20,,
962,047,1,05,10,1999,1999/10/05,75,75.5,3.74,162.93,-9999,-9999,-9999,0.58,0.26,2.63,0.21,4.62,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.802,36.795,24.395,24.8824,-9999,-9999,57.32,8.36,7.99,55.94,8.16,-9999,-9999,-9999,-9999,0.13,0.21,0.48,0.80,2.62,0.22,,
963,047,1,05,10,1999,1999/10/05,100,100.1,3.61,157.40,-9999,-9999,-9999,0.57,0.19,3.77,0.22,2.29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.894,36.896,23.253,25.2982,-9999,-9999,63.13,7.42,9.92,61.61,7.24,-9999,-9999,98.00,-9999,0.05,0.05,0.03,0.42,1.37,0.11,,
964,047,1,05,10,1999,1999/10/05,130,131.3,2.80,121.73,-9999,-9999,-9999,0.55,0.22,8.45,0.57,4.60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.719,36.709,20.111,26.0363,-9999,-9999,43.41,4.69,10.81,42.37,4.57,-9999,-9999,62.00,-9999,-9999,-9999,-9999,0.32,1.10,0.09,,
965,047,1,05,10,1999,1999/10/05,160,160.0,1.68,73.13,-9999,-9999,-9999,0.47,0.03,11.62,1.08,12.01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.531,18.694,26.2701,-9999,-9999,65.41,4.94,15.44,63.83,4.82,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.42,1.45,0.12,,
966,047,1,05,10,1999,1999/10/05,200,199.8,0.23,10.20,-9999,-9999,-9999,0.46,0.04,8.63,1.78,26.85,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.427,36.421,17.967,26.3690,-9999,-9999,64.50,8.11,9.28,62.94,7.91,-9999,-9999,62.00,-9999,-9999,-9999,-9999,0.68,2.35,0.20,,
967,047,1,05,10,1999,1999/10/05,250,251.1,0.06,2.59,-9999,-9999,-9999,0.76,0.15,2.45,1.82,29.48,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.388,36.378,17.731,26.3947,-9999,-9999,49.38,6.74,8.55,48.19,6.58,-9999,-9999,77.00,-9999,-9999,-9999,-9999,1.22,4.36,0.36,,
968,047,1,05,10,1999,1999/10/05,300,300.3,0.03,1.19,-9999,-9999,-9999,1.79,0.01,0.00,2.57,39.40,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.358,36.346,17.614,26.4056,-9999,-9999,53.20,5.88,10.55,51.92,5.74,-9999,-9999,72.00,-9999,-9999,-9999,-9999,1.44,5.14,0.43,,
969,047,1,05,10,1999,1999/10/05,320,320.0,0.00,0.00,-9999,-9999,-9999,2.91,0.03,0.00,2.62,40.76,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.355,17.573,26.4086,-9999,-9999,61.65,6.91,10.41,60.16,6.74,-9999,-9999,91.00,-9999,-9999,-9999,-9999,1.50,5.36,0.45,,
970,047,1,05,10,1999,1999/10/05,350,356.4,0.00,0.00,-9999,-9999,-9999,5.35,0.03,0.00,2.62,46.42,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.336,36.334,17.514,26.4144,-9999,-9999,85.64,8.36,11.94,83.58,8.16,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.34,4.79,0.40,,
971,047,1,05,10,1999,1999/10/05,400,407.0,0.00,0.00,-9999,-9999,-9999,8.01,0.23,0.00,2.59,47.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.319,36.318,17.437,26.4207,-9999,-9999,108.18,9.31,13.56,105.57,9.08,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.14,4.07,0.34,,
972,047,1,05,10,1999,1999/10/05,500,504.3,-9999,-9999,-9999,-9999,-9999,14.25,0.02,0.00,3.14,62.58,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.280,17.267,26.4326,-9999,-9999,73.59,9.82,8.74,71.81,9.58,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.86,4.14,0.35,,
973,047,1,05,10,1999,1999/10/05,750,752.1,-9999,-9999,-9999,-9999,-9999,16.35,0.02,0.00,2.87,52.31,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.251,36.244,17.135,26.4368,-9999,-9999,99.76,11.27,10.32,97.36,11.00,-9999,-9999,73.00,-9999,-9999,-9999,-9999,0.56,2.70,0.22,,
974,047,1,05,10,1999,1999/10/05,1000,999.1,-9999,-9999,-9999,-9999,-9999,22.24,0.01,0.00,3.51,79.83,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.234,17.132,26.4300,-9999,-9999,70.28,7.42,11.05,68.59,7.24,-9999,-9999,68.00,-9999,-9999,-9999,-9999,0.58,2.79,0.23,,
975,047,1,05,10,1999,1999/10/05,1250,1244.4,-9999,-9999,-9999,-9999,-9999,24.30,0.00,0.00,3.70,84.17,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.235,36.230,17.160,26.4205,-9999,-9999,87.85,8.63,11.88,85.74,8.42,-9999,-9999,78.00,-9999,-9999,-9999,-9999,1.02,4.91,0.41,,
976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,
977,048,2,04,11,1999,1999/11/04,1,1.3,4.48,195.74,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.099,0.002375,2375,2023,397,8.106,2019,390,36.355,36.348,28.444,23.2620,-9999,-9999,72.48,8.54,9.91,70.73,8.33,-9999,-9999,99.00,-9999,0.96,0.12,0.09,Samples collected on different date by Stony Brook University group.,,,,
978,048,2,04,11,1999,1999/11/04,7,7.5,4.45,194.25,-9999,-9999,-9999,0.74,0.18,0.00,0.02,2.07,8.109,0.002407,2407,2046,392,8.115,2041,384,36.353,36.348,28.420,23.2700,-9999,-9999,61.18,6.48,11.01,59.71,6.33,-9999,-9999,-9999,-9999,1.36,0.21,0.16,Data reported in the master file of those cruises (Master: Biochemistry & Microbiology),,,,
979,048,2,04,11,1999,1999/11/04,15,16.0,4.45,194.36,-9999,-9999,-9999,0.69,0.02,0.00,0.02,2.24,8.096,-9999,-9999,-9999,-9999,8.102,-9999,-9999,36.371,36.374,28.150,23.3790,-9999,-9999,64.66,6.91,10.92,63.11,6.74,-9999,-9999,104.00,-9999,1.26,0.29,0.20,,,,,
980,048,2,04,11,1999,1999/11/04,25,25.1,4.33,188.69,-9999,-9999,-9999,0.74,0.02,0.00,0.05,2.40,8.082,0.002426,2426,2079,400,8.088,2075,394,36.513,36.516,26.845,23.9100,-9999,-9999,86.39,12.99,7.76,84.30,12.67,-9999,-9999,73.00,-9999,1.78,0.39,0.29,,,,,
